hpo_id,alias_en,synonym_type
HP:0003781,Oversalivation,layperson
HP:0003781,Ptyalism,unspecified
HP:0003781,Watery mouth,layperson
HP:0003787,Type 1 and type 2 muscle fibre minicore regions,uk_spelling
HP:0003795,Short middle bones (feet),layperson
HP:0003795,Short middle phalanges of toes,unspecified
HP:0003797,Wasting of limb-girdle muscle,layperson
HP:0003798,Nemaline rods,unspecified
HP:0003799,Marked retardation in skeletal maturation,unspecified
HP:0003799,Markedly retarded bone age,layperson
HP:0003803,Type 1 muscle fibre predominance,uk_spelling
HP:0003803,Type I muscle fiber predominance,unspecified
HP:0003803,Type I muscle fibre predominance,uk_spelling
HP:0003805,Rimmed vacuoles on biopsy,unspecified
HP:0003811,Neonatal lethal,layperson
HP:0003812,Clinical heterogeneity,unspecified
HP:0003812,Highly variable clinical phenotype,unspecified
HP:0003812,Highly variable phenotype,unspecified
HP:0003812,Highly variable phenotype and severity,unspecified
HP:0003812,"Highly variable phenotype, even within families",unspecified
HP:0003812,Variable phenotype,unspecified
HP:0003812,Variable phenotypic severity,unspecified
HP:0003826,Late fetal death,unspecified
HP:0003826,Late foetal death,uk_spelling
HP:0003826,Stillborn,layperson
HP:0003828,Variable severity,unspecified
HP:0003829,Incomplete penetrance,unspecified
HP:0003829,Reduced penetrance,unspecified
HP:0003831,Age dependent penetrance,unspecified
HP:0003831,Age-dependent penetrance,unspecified
HP:0003831,Typified by age-related penetrance,unspecified
HP:0003835,Partial shoulder dislocation,layperson
HP:0003839,Abnormal shape of end part of upper limb long bones,layperson
HP:0003839,Abnormality involving the epiphyses of the upper limbs,unspecified
HP:0003839,Abnormality of upper limb epiphysis morphology,unspecified
HP:0003839,Epihyseal plate abnormality of the upper limbs,unspecified
HP:0003841,Fragmented end part of upper limb bones,layperson
HP:0003841,Fragmented epiphyses of the upper limbs,unspecified
HP:0003842,Irregular end part of upper limb bones,layperson
HP:0003843,Round end part of upper limb bones,layperson
HP:0003844,Small end part of upper limb bones,layperson
HP:0003846,Broad epiphyseal plates of the upper limbs,unspecified
HP:0003846,Broad growth plates of upper limbs,layperson
HP:0003848,Cupped wide portion of the upper limb bone,layperson
HP:0003849,Flared metaphyses of the upper limbs,unspecified
HP:0003849,Flared wide portion of the upper limb bone,layperson
HP:0003850,Irregular metaphyses of the upper limbs,unspecified
HP:0003850,Irregular wide portion of upper limb bones,layperson
HP:0003854,Increased bone density in wide portion of the upper limb bones,layperson
HP:0003855,Spurred wide portion of upper limb bone,layperson
HP:0003856,Broad wide portion of upper limb bone,layperson
HP:0003856,Wide/broad metaphyses of the upper limbs,unspecified
HP:0003860,Increased bone density in central part of long bone of upper limbs,layperson
HP:0003861,Broad shaft of long bone of the upper limbs,layperson
HP:0003861,Wide diaphyses of the upper limbs,unspecified
HP:0003861,Wide shaft of long bone of the upper limbs,layperson
HP:0003862,Absent long bone in upper arm,layperson
HP:0003862,Aplasia of the humerus,unspecified
HP:0003862,Aplastic humerus,unspecified
HP:0003863,Angulated long bone in upper arm,layperson
HP:0003864,Notched long bone in upper arm,layperson
HP:0003865,Bowed long bone in upper arm,layperson
HP:0003865,Bowing of the humerus,unspecified
HP:0003865,Humeral bowing,unspecified
HP:0003870,Crumpled long bone in upper arm,layperson
HP:0003871,Deformed long bone in upper arm,layperson
HP:0003875,Lytic defects of the humerus,unspecified
HP:0003877,Humeral oval transradiancy,unspecified
HP:0003879,False joint (long bone in upper arm),layperson
HP:0003880,Humeral sclerotic foci,unspecified
HP:0003881,Increased bone density in long bone of upper arm,layperson
HP:0003881,Sclerosis of humerus,unspecified
HP:0003882,Slender long bone of upper arm,layperson
HP:0003883,Tapered long bone of upper arm,layperson
HP:0003884,Triangular long bone of upper arm,layperson
HP:0003886,Broad humerus,unspecified
HP:0003886,Wide long bone of upper arm,layperson
HP:0003887,Abnormal head of long bone in upper arm,layperson
HP:0003887,Abnormality of the humeral heads,unspecified
HP:0003888,Flattended head of long bone in upper arm,layperson
HP:0003889,Abnormality of the deltoid tuberosities,unspecified
HP:0003891,Abnormality of end part of the long bone of the upper arm,layperson
HP:0003891,Abnormality of the humeral epiphyses,unspecified
HP:0003891,Abnormality of the humeral epiphysis,unspecified
HP:0003892,Absent maturation of end part of long bone in upper arm,layperson
HP:0003892,Absent ossification of the humeral epiphyses,unspecified
HP:0003893,Accelerated maturation of end part of long bone in upper arm,layperson
HP:0003894,Delayed maturation/delayed ossification of the humeral epiphyses,unspecified
HP:0003895,Flattened end part of long bone in upper arm,layperson
HP:0003896,Irregular end part of long bone in upper arm,layperson
HP:0003898,Large end part of long bone in upper arm,layperson
HP:0003899,Round end part of long bone in upper arm,layperson
HP:0003900,Small end part of long bone in upper arm,layperson
HP:0003902,Stippled ossification of the humeral epiphyses,unspecified
HP:0003903,Wide end part of long bone in upper arm,layperson
HP:0003903,Wide humeral epiphyses,unspecified
HP:0003904,Broad epiphyses of the upper limbs,unspecified
HP:0003904,Wide end part of upper limb bones,layperson
HP:0003906,Wide humeral epiphyseal plate,unspecified
HP:0003907,Abnormality of the humeral metaphyses,unspecified
HP:0003907,Abnormality of the wide portion of the long bone in upper arm,layperson
HP:0003908,Bucket handle fracture,unspecified
HP:0003908,Metaphyseal corner fracture,unspecified
HP:0003910,Enlarged wide portion of long bone of upper arm,layperson
HP:0003910,Expanded humeral metaphyses,unspecified
HP:0003911,Flared wide portion of long bone of upper arm,layperson
HP:0003911,Wide/broad humeral metaphysis,unspecified
HP:0003913,Irregular humeral metaphyses,unspecified
HP:0003913,Irregular wide portion of long bone in upper arm,layperson
HP:0003914,Irregular bone maturation of the wide portion of the long bone in upper arm,layperson
HP:0003917,Pointed wide portion of long bone of upper arm,layperson
HP:0003918,Hardening of wide portion of long bone of upper arm,layperson
HP:0003918,Stiffening of wide portion of long bone of upper arm,layperson
HP:0003920,Sloping metaphysis of long bone of upper arm,layperson
HP:0003921,Laterally sloping metaphysis of long bone of upper arm,layperson
HP:0003922,Spurred metaphysis of long bone of upper arm,layperson
HP:0003923,Square metaphysis of long bone of upper arm,layperson
HP:0003924,Speckled calcification in metaphysis of long bone of upper arm,layperson
HP:0003926,Abnormality of shaft of long bone in upper arm,layperson
HP:0003926,Abnormality of the humeral diaphysis,unspecified
HP:0003930,Humeral diaphyseal lysis,unspecified
HP:0003933,Increased bone density in shaft of long bone in upper arm,layperson
HP:0003934,Slender shaft of long bone in upper arm,layperson
HP:0003935,Broad humeral diaphysis,unspecified
HP:0003935,Broad shaft of long bone in upper arm,layperson
HP:0003935,Wide shaft of long bone in upper arm,layperson
HP:0003938,Bone fusion involving the elbow,layperson
HP:0003939,Humeral ulnar synostosis,unspecified
HP:0003946,Abnormality of end part of the elbow bone,layperson
HP:0003946,Abnormality of the epiphyses of the elbow,unspecified
HP:0003947,Delayed maturation of the end part of the elbow bone,layperson
HP:0003948,Irregular end part of the elbow bone,layperson
HP:0003949,Abnormal wide portion of elbow bone,layperson
HP:0003950,Flared wide portion of elbow bone,layperson
HP:0003951,Irregular metaphyses of elbow,unspecified
HP:0003951,Irregular wide portion of elbow bone,layperson
HP:0003952,Vertical linear mixed lucent and sclerotic pattern of metaphyses,unspecified
HP:0003953,Absent forearm bones,plural_form
HP:0003953,Aplasia involving forearm bones,unspecified
HP:0003953,Aplasia of the forearm bones,unspecified
HP:0003961,Broken forearm,unspecified
HP:0003961,Fracture of the forearm,unspecified
HP:0003961,Fractured forearm bones,plural_form
HP:0003967,Increased bone density of forearm bones,layperson
HP:0003971,Wide forearm bones,layperson
HP:0003973,Broad radioulnar joints,unspecified
HP:0003974,absence of radius and ulna,unspecified
HP:0003974,Absent ossification/absence of radius,unspecified
HP:0003974,Aplasia of the radius,unspecified
HP:0003974,Missing outer large bone of forearm,layperson
HP:0003974,Radial aplasia,unspecified
HP:0003981,Wide radius,unspecified
HP:0003982,Absent ossification/absent ulna,unspecified
HP:0003982,Absent ulna,unspecified
HP:0003988,Disproportionately long ulnae,unspecified
HP:0003991,Sclerotic ulna,unspecified
HP:0003994,Dislocations of the wrists,layperson
HP:0003995,Deformity of radial heads,unspecified
HP:0003997,Small radial head,unspecified
HP:0003999,Abnormality of radial epiphyseal plates,unspecified
HP:0003999,Abnormality of radial epiphyses,unspecified
HP:0004000,Chevron-shaped distal radial epiphysis,unspecified
HP:0004014,Wide radial epiphyseal plates,unspecified
HP:0004015,Abnormality of radial metaphyses,unspecified
HP:0004019,Irregular radial metaphysis,unspecified
HP:0004026,Wide radial metaphysis,unspecified
HP:0004031,Wide radial diaphysis,unspecified
HP:0004032,Abnormality of the olecranon,unspecified
HP:0004035,Abnormality of the styloid process of ulna,unspecified
HP:0004037,Abnormality of the epiphyseal plate of the ulna,unspecified
HP:0004037,Abnormality of the ulnar epiphyses,unspecified
HP:0004039,Abnormality of ulnar metaphysis,unspecified
HP:0004042,Irregular ulnar metaphysis,unspecified
HP:0004047,Broad ulnar metaphysis,unspecified
HP:0004050,Acheiria,unspecified
HP:0004052,Delay maturation/delayed ossification of the hand,unspecified
HP:0004053,Disharmonic maturation of the hand bones,unspecified
HP:0004053,Dysharmonic ossification of the hand bones,unspecified
HP:0004054,Generalised sclerosis of hand bones,uk_spelling
HP:0004054,Generalized sclerosis of hand bones,unspecified
HP:0004054,Hand bone sclerosis,unspecified
HP:0004054,Increased bone density in hand bone,layperson
HP:0004054,Increased bone density in hand bones,unspecified
HP:0004057,Pseudosyndactyly,unspecified
HP:0004060,trident abnormality,unspecified
HP:0004060,trident deformity,unspecified
HP:0004097,Atypical position of finger,layperson
HP:0004097,Deviated fingers,unspecified
HP:0004097,Finger pointing in a different direction than usual,layperson
HP:0004099,Finger overgrowth,layperson
HP:0004099,Megalodactyly,unspecified
HP:0004100,Abnormality of index finger,layperson
HP:0004100,Abnormality of the 2nd finger,unspecified
HP:0004112,Central nasal groove,layperson
HP:0004122,Central defect of nose,unspecified
HP:0004122,Central nasal defect,unspecified
HP:0004122,Midline nasal defect,unspecified
HP:0004132,Dimpled tip of nose,layperson
HP:0004150,Abnormality of the 3rd finger,unspecified
HP:0004150,Abnormality of the middle finger,unspecified
HP:0004172,Abnormal middle finger bone of the middle finger,layperson
HP:0004180,Hypoplastic/small distal phalanx of the 3rd finger,unspecified
HP:0004180,Short distal phalanx of the third finger,unspecified
HP:0004180,Short outermost bone of the middle finger,layperson
HP:0004180,Short terminal phalanx of middle finger,unspecified
HP:0004188,Abnormality of the 4th finger,unspecified
HP:0004188,Abnormality of the ring finger,unspecified
HP:0004197,Fused ring finger bones,layperson
HP:0004197,Symphalangism of the ring finger,unspecified
HP:0004207,Abnormality of the 5th finger,unspecified
HP:0004207,Abnormality of the little finger,layperson
HP:0004207,Abnormality of the pinkie finger,layperson
HP:0004207,Abnormality of the pinky finger,layperson
HP:0004209,Bilateral fifth digit clinodactyly,unspecified
HP:0004209,Bilateral fifth finger clinodactyly,unspecified
HP:0004209,Clinodactyly of fifth digit,unspecified
HP:0004209,Clinodactyly of the little finger,unspecified
HP:0004209,Fifth finger clinodactyly,unspecified
HP:0004209,Permanent curving of the pinkie finger,layperson
HP:0004213,Abnormality of the little finger bone,layperson
HP:0004213,Abnormality of the phalanges of the 5th finger,unspecified
HP:0004213,Abnormality of the pinkie finger bone,layperson
HP:0004213,Abnormality of the pinky finger bone,layperson
HP:0004214,Curved little finger bone,layperson
HP:0004214,Curved pinkie finger bone,layperson
HP:0004214,Curved pinky finger bone,layperson
HP:0004216,Lytic defects of the phalanges of the little finger,unspecified
HP:0004218,Fused little finger bones,layperson
HP:0004218,Fused pinkie finger bones,layperson
HP:0004218,Fused pinky finger bones,layperson
HP:0004218,Symphalagism of the little finger,unspecified
HP:0004219,Abnormality of the middle bone of little finger,layperson
HP:0004219,Abnormality of the middle bone of pinkie finger,layperson
HP:0004219,Abnormality of the middle bone of pinky finger,layperson
HP:0004220,5th finger middle phalangeal hypoplasia,unspecified
HP:0004220,Brachymesophalangism V,unspecified
HP:0004220,Brachymesophalangy V (finger),unspecified
HP:0004220,Fifth finger mid-phalanx hypoplasia,unspecified
HP:0004220,Hypoplastic fifth finger middle phalanx,unspecified
HP:0004220,Hypoplastic middle phalanx of the 5th finger,unspecified
HP:0004220,Hypoplastic/small middle phalanx of the 5th finger,unspecified
HP:0004220,Hypoplastic/small middle phalanx of the little finger,unspecified
HP:0004220,Short middle bone of the little finger,layperson
HP:0004220,Short middle bone of the pinkie finger,layperson
HP:0004220,Short middle bone of the pinky finger,layperson
HP:0004220,Short middle phalanx of the little finger,unspecified
HP:0004220,Type A3 brachydactyly,unspecified
HP:0004224,Abnormality of the end part of middle little finger bone,layperson
HP:0004224,Abnormality of the end part of middle pinkie finger bone,layperson
HP:0004224,Abnormality of the end part of middle pinky finger bone,layperson
HP:0004225,Abnormality of the distal phalanx of the little finger,unspecified
HP:0004225,Abnormality of the outermost little finger bone,layperson
HP:0004225,Abnormality of the outermost pinkie finger bone,layperson
HP:0004225,Abnormality of the outermost pinky finger bone,layperson
HP:0004225,Abnormality of the terminal phalanx of the little finger,unspecified
HP:0004226,Curved outermost little finger bone,layperson
HP:0004226,Curved outermost pinkie finger bone,layperson
HP:0004226,Curved outermost pinky finger bone,layperson
HP:0004226,Curved terminal phalanx of the little finger,unspecified
HP:0004227,Brachytelophalangism V,unspecified
HP:0004227,Fifth digit distal phalangeal hypoplasia,unspecified
HP:0004227,Hypoplastic/small terminal phalanx of the little finger,unspecified
HP:0004227,Short distal phalanx of the fifth finger,unspecified
HP:0004227,Short outermost little finger bone,layperson
HP:0004227,Short outermost pinkie finger bone,layperson
HP:0004227,Short outermost pinky finger bone,layperson
HP:0004230,Partially dislocated innermost hinge joint of little finger,layperson
HP:0004230,Partially dislocated innermost hinge joint of pinkie finger,layperson
HP:0004230,Partially dislocated innermost hinge joint of pinky finger,layperson
HP:0004231,Absent carpal bone,unspecified
HP:0004231,Absent carpal bones,unspecified
HP:0004231,Absent carpal ossification center,unspecified
HP:0004231,Absent carpal ossification centre,uk_spelling
HP:0004231,Aplastic carpal bone,unspecified
HP:0004232,Supernumerary carpal bones,unspecified
HP:0004233,Accelerated carpal bone maturation,unspecified
HP:0004233,Advanced carpal bone age,unspecified
HP:0004233,Advanced carpal ossification,unspecified
HP:0004233,Precociously ossified carpal bones,unspecified
HP:0004237,Large carpals,unspecified
HP:0004241,Punctate calcifications of carpals,unspecified
HP:0004242,Wide carpal bones,unspecified
HP:0004243,Abnormality of the scaphoid,unspecified
HP:0004244,Bipartite scaphoid,unspecified
HP:0004246,Delayed maturation of the scaphoid,unspecified
HP:0004251,Lunotriquetral synostosis,unspecified
HP:0004253,Absent trapezium bone,unspecified
HP:0004254,Delayed maturation of the trapezium,unspecified
HP:0004256,Abnormality of the trapezoid bone,unspecified
HP:0004257,Delayed maturation of the trapezoid bone,unspecified
HP:0004259,Abnormality of the hamate bone,unspecified
HP:0004260,Large unciform bone,unspecified
HP:0004261,Broad hamate bone,unspecified
HP:0004261,Wide unciform bone,unspecified
HP:0004262,Abnormality of the capitate bone,unspecified
HP:0004264,Decreased carpal joint angles,unspecified
HP:0004269,Partial dislocation of small joints of hand,layperson
HP:0004273,Cupped metaphysis of hand bones,unspecified
HP:0004273,Cupped wide portion of hand bones,layperson
HP:0004277,Broken hand bones,layperson
HP:0004283,Narrow hand,unspecified
HP:0004286,Uneven increase in bone density in hand bones,layperson
HP:0004293,Fusion of second metacarpal-trapezoid,unspecified
HP:0004294,Partial knuckle dislocation,layperson
HP:0004294,Subluxation of metacarpophalangeal joints,unspecified
HP:0004295,Abnormality of the gastric mucosa,unspecified
HP:0004295,Abnormality of the mucous membrane layer of stomach,layperson
HP:0004296,Abnormality of gastrointestinal vasculature,unspecified
HP:0004296,Abnormality of GI blood vessels,layperson
HP:0004296,Abnormality of GI vasculature,abbreviation
HP:0004298,Abnormality of external features of the abdomen,unspecified
HP:0004298,Abnormality of the abdominal wall,layperson
HP:0004299,Herniated abdominal wall,unspecified
HP:0004302,Functional motor problems,unspecified
HP:0004303,Abnormal muscle fibre morphology,uk_spelling
HP:0004303,Abnormal skeletal muscle fiber morphology,unspecified
HP:0004303,Abnormal skeletal muscle fibre morphology,uk_spelling
HP:0004303,Abnormality of muscle fibers,unspecified
HP:0004303,Abnormality of muscle fibres,uk_spelling
HP:0004305,Involuntary muscle contractions,layperson
HP:0004306,Abnormality of the endocardium,unspecified
HP:0004306,Abnormality of the endomycoardium,unspecified
HP:0004308,Ventricular arrhythmias,unspecified
HP:0004309,Pre-excitation syndrome,unspecified
HP:0004309,Preexcitation,unspecified
HP:0004309,Ventricular pre-excitation,unspecified
HP:0004311,Abnormality of histiocytes,unspecified
HP:0004311,Abnormality of macrophages,unspecified
HP:0004312,Abnormality of reticulocytes,unspecified
HP:0004313,Decreased antibody level in blood,unspecified
HP:0004313,Decreased circulating antibody level,layperson
HP:0004313,Decreased immunoglobulin level,unspecified
HP:0004313,Decreased serum immunoglobulin,unspecified
HP:0004313,Hypogammaglobulinemia,unspecified
HP:0004313,Immunoglobulin deficiency,unspecified
HP:0004313,Reduced immunoglobulin levels,unspecified
HP:0004315,Decreased circulating IgG level,unspecified
HP:0004315,Decreased gamma-globin expression,unspecified
HP:0004315,Decreased IgG level,unspecified
HP:0004315,Decreased IgG level in blood,unspecified
HP:0004315,Decreased immunoglobulin G,unspecified
HP:0004315,Decreased serum IgG,unspecified
HP:0004315,IgG deficiency,unspecified
HP:0004315,Reduced IgG levels,unspecified
HP:0004319,Decreased aldosterone,unspecified
HP:0004319,Decreased aldosterone production,unspecified
HP:0004319,Decreased serum aldosterone,unspecified
HP:0004319,Hypoaldosteronism,unspecified
HP:0004319,Low blood aldosterone level,layperson
HP:0004319,Mineralocorticoid insufficiency,unspecified
HP:0004322,Decreased body height,layperson
HP:0004322,Height less than 3rd percentile,unspecified
HP:0004322,Small stature,layperson
HP:0004322,Stature below 3rd percentile,unspecified
HP:0004325,Decreased weight,layperson
HP:0004325,Low body weight,layperson
HP:0004325,Low weight,layperson
HP:0004325,Weight less than 3rd percentile,layperson
HP:0004326,Wasting syndrome,layperson
HP:0004327,Abnormal vitreous humour morphology,uk_spelling
HP:0004328,Abnormal anterior segment morphology,unspecified
HP:0004328,Abnormality of the anterior segment of the eye,unspecified
HP:0004328,Abnormality of the anterior segment of the eyeball,unspecified
HP:0004328,Abnormality of the anterior segment of the globe,unspecified
HP:0004329,Abnormal morphology of the posterior segment of the globe,unspecified
HP:0004329,Abnormality of the posterior segment of the eye,unspecified
HP:0004329,Abnormality of the posterior segment of the eyeball,unspecified
HP:0004329,Abnormality of the posterior segment of the globe,unspecified
HP:0004330,Hyperossification of skull,unspecified
HP:0004330,Hyperostosis of skull,unspecified
HP:0004330,Sclerosis of bones of skull,unspecified
HP:0004330,Sclerosis of skull,unspecified
HP:0004331,Decreased bone formation of skull,layperson
HP:0004331,Deficient skull ossification,unspecified
HP:0004331,Hypoossification of skull,unspecified
HP:0004331,Ossification defect of skull,unspecified
HP:0004331,Poorly mineralized skull,unspecified
HP:0004331,Poorly ossified skull,unspecified
HP:0004331,Poorly ossified skull bones,unspecified
HP:0004332,Abnormal lymphocytes,unspecified
HP:0004332,Abnormality of cells of the lymphoid lineage,unspecified
HP:0004333,Bone marrow foam cells,unspecified
HP:0004333,Large vacuolated foam cells ('NP cells') on bone marrow biopsy,unspecified
HP:0004333,Large vacuolated foam cells on bone marrow biopsy,unspecified
HP:0004334,Atrophic skin,unspecified
HP:0004334,Skin atrophy,unspecified
HP:0004334,Skin degeneration,layperson
HP:0004336,Excessive focal folding of myelin sheaths,unspecified
HP:0004336,Irregular myelin foldings,unspecified
HP:0004338,Abnormal aromatic amino acid level,unspecified
HP:0004338,Abnormality of aromatic amino acid family metabolism,unspecified
HP:0004339,Abnormal circulating sulfur amino acid concentration,unspecified
HP:0004339,Abnormal circulating sulphur amino acid concentration,uk_spelling
HP:0004339,Abnormal sulfur-containing amino acid level,unspecified
HP:0004339,Abnormality of sulfur-containing amino acids,unspecified
HP:0004340,Abnormality of B-vitamin metabolism,unspecified
HP:0004341,Abnormal serum cobalamin level,unspecified
HP:0004341,Abnormal vitamin B12 level,unspecified
HP:0004341,Abnormality of the vitamin B12 metabolism,unspecified
HP:0004342,Abnormality of galactoside metabolism,unspecified
HP:0004343,Abnormality of glycosphingolipid metabolism,unspecified
HP:0004348,Abnormality of bone mineralisation and ossification,unspecified
HP:0004349,Decreased bone mineral density,unspecified
HP:0004349,Decreased bone mineral density Z score,unspecified
HP:0004349,Low solidness and mass of the bones,layperson
HP:0004352,Abnormal circulating purine concentration,unspecified
HP:0004352,Abnormal circulating purine level,unspecified
HP:0004352,Abnormal purines level,unspecified
HP:0004353,Abnormal circulating pyrimidines concentration,unspecified
HP:0004353,Abnormal pyrimidines level,unspecified
HP:0004354,Abnormal carboxylic acid level,unspecified
HP:0004357,Abnormal leucine level,unspecified
HP:0004359,Abnormal fatty acid level,unspecified
HP:0004359,Abnormality of fatty acid metabolism,unspecified
HP:0004361,Abnormality of circulating leptin level,unspecified
HP:0004362,Abnormality of enteric ganglion morphology,unspecified
HP:0004363,Abnormal blood calcium concentration,unspecified
HP:0004363,Abnormal blood calcium levels,layperson
HP:0004363,Abnormal calcium(2+) level,unspecified
HP:0004363,Abnormal circulating Ca concentration,abbreviation
HP:0004363,Abnormal circulating Ca2+ concentration,abbreviation
HP:0004364,Abnormal nitrogen compound level,unspecified
HP:0004365,Abnormal tryptophan level,unspecified
HP:0004365,Abnormality of tryptophan metabolism,unspecified
HP:0004368,Elevated purine concentration,unspecified
HP:0004368,Elevated purines level,unspecified
HP:0004368,Increased circulating purine concentration,unspecified
HP:0004368,Increased purine level,unspecified
HP:0004368,Increased purine levels,layperson
HP:0004368,Increased purines concentration,unspecified
HP:0004368,Increased purines level,unspecified
HP:0004369,Decreased circulating purine concentration,unspecified
HP:0004369,Decreased purine level,unspecified
HP:0004369,Decreased purine levels,layperson
HP:0004369,Decreased purines concentration,unspecified
HP:0004369,Decreased purines level,unspecified
HP:0004369,Reduced purines concentration,unspecified
HP:0004369,Reduced purines level,unspecified
HP:0004370,Impaired temperature control,unspecified
HP:0004370,Impaired temperature regulation,unspecified
HP:0004370,Inability to control temperature,unspecified
HP:0004370,Inability to regulate temperature,unspecified
HP:0004370,Poor control of temperature,unspecified
HP:0004370,Poor regulation of temperature,unspecified
HP:0004370,Poor temperature control,unspecified
HP:0004370,Poor temperature regulation,layperson
HP:0004370,Unable to control temperature,unspecified
HP:0004372,Disturbances of consciousness,layperson
HP:0004372,Lowered consciousness,layperson
HP:0004372,Reduced consciousness/confusion,layperson
HP:0004374,Paralysis or weakness of one side of body,layperson
HP:0004375,Tumor of the nervous system,layperson
HP:0004375,Tumour of the nervous system,uk_spelling
HP:0004376,Neuroblastic tumour,uk_spelling
HP:0004377,Haematological neoplasm,uk_spelling
HP:0004379,Abnormality of alkaline phosphatase activity,unspecified
HP:0004379,Abnormality of ALP level,abbreviation
HP:0004383,Heart left ventricle hypoplasia,unspecified
HP:0004383,Left ventricular hypoplasia,unspecified
HP:0004383,Underdeveloped left heart,layperson
HP:0004384,Persistent truncus arteriosus type I,unspecified
HP:0004384,Type 1 truncus arteriosus,unspecified
HP:0004385,Protracted diarrhoea,uk_spelling
HP:0004386,GI inflammation,abbreviation
HP:0004389,Intestinal pseudoobstruction,unspecified
HP:0004390,Gastrointestinal hamartoma,unspecified
HP:0004390,Hamartomatous polyps,unspecified
HP:0004396,Decreased appetite,layperson
HP:0004396,Loss of appetite,unspecified
HP:0004397,Abnormal anus position,layperson
HP:0004397,Anus malposition,unspecified
HP:0004398,Sore in the lining of gastrointestinal tract,layperson
HP:0004401,Meconium ileus in neonates,unspecified
HP:0004404,Abnormality of the nipple,layperson
HP:0004406,Recurrent epistaxes,unspecified
HP:0004406,Recurrent epistaxis,unspecified
HP:0004406,Recurring nosebleed,layperson
HP:0004406,"Spontaneous, recurrent nosebleed",layperson
HP:0004408,Abnormal sense of smell,layperson
HP:0004408,Abnormality of olfaction,unspecified
HP:0004408,Smell defect,layperson
HP:0004409,Decreased smell sensation,unspecified
HP:0004409,Sense of smell impaired,unspecified
HP:0004411,Crooked nasal septum,layperson
HP:0004411,Crooked septum of nose,layperson
HP:0004411,Deviated septum of nose,layperson
HP:0004414,Abnormality of lung artery,layperson
HP:0004415,Narrowing of lung artery,layperson
HP:0004416,Premature atherosclerosis,unspecified
HP:0004419,Recurrent phlebitis,unspecified
HP:0004419,Recurrent thrombosis,unspecified
HP:0004420,Blood clot in artery,layperson
HP:0004421,Elevated systolic BP,abbreviation
HP:0004425,Flattened forehead,layperson
HP:0004425,Frontal flattening,unspecified
HP:0004426,Abnormality of the cheek,layperson
HP:0004426,Abnormality of the cheeks,layperson
HP:0004430,"Immunodeficiency, severe combined",unspecified
HP:0004431,Complement deficiency,unspecified
HP:0004432,Agammaglobulinaemia,unspecified
HP:0004434,C8 deficiency,unspecified
HP:0004434,Decreased serum complement C8,unspecified
HP:0004437,Hyperostosis of cranial bones,unspecified
HP:0004437,Hyperostosis of cranial vault,unspecified
HP:0004437,Increased ossification of cranial bones,unspecified
HP:0004438,Excessive growth of inner surface of the frontal bone,unspecified
HP:0004438,Hyperostosis of the internal surface of the frontal bone,unspecified
HP:0004438,Overgrowth of the inner surface of the frontal bone,unspecified
HP:0004439,Crouzon syndrome,unspecified
HP:0004440,Coronal suture craniosynostosis,unspecified
HP:0004440,Coronal suture synostosis,unspecified
HP:0004440,Craniosynostosis of coronal suture,unspecified
HP:0004442,"Craniosynostosis, sagittal",unspecified
HP:0004442,"Craniosynostosis, sagittal suture",unspecified
HP:0004442,Early closure of midline skull joint,layperson
HP:0004442,Midline skull joint closes early,layperson
HP:0004442,Sagittal suture synostosis,unspecified
HP:0004443,Lambdoid suture craniosynostosis,unspecified
HP:0004443,Lambdoid suture synostosis,unspecified
HP:0004445,Ovalocytes,unspecified
HP:0004445,Ovalocytosis,unspecified
HP:0004446,erythrocyte stomatocytes,unspecified
HP:0004446,Red cell stomatocytosis,unspecified
HP:0004450,Preauricular skin furrows,unspecified
HP:0004450,Preauricular skin groove,layperson
HP:0004450,Preauricular skin sulcus,unspecified
HP:0004450,Skin groove in front of the ear,layperson
HP:0004450,Skin sulcus in front of the ear,unspecified
HP:0004451,Postauricular acrochordon,unspecified
HP:0004451,Postauricular fibroepithelial polyp,unspecified
HP:0004451,Skin tag behind the ear,layperson
HP:0004452,Malformed ossicles,unspecified
HP:0004452,Ossicular malformation,unspecified
HP:0004453,Overfolding of superior helix,unspecified
HP:0004458,Bulbous internal auditory canal,unspecified
HP:0004458,Enlarged internal auditory canal,unspecified
HP:0004459,External auditory canal exostoses,unspecified
HP:0004463,No auditory brainstem response,unspecified
HP:0004464,Pit behind the ear,layperson
HP:0004464,Postauricular earpits,unspecified
HP:0004464,Postauricular fistula,unspecified
HP:0004464,Posterior auricular pit,unspecified
HP:0004464,Posterior auricular sinus,unspecified
HP:0004467,Ear pit,unspecified
HP:0004467,Pit in front of the ear,layperson
HP:0004467,Preauricular earpits,unspecified
HP:0004467,Preauricular fistulas,unspecified
HP:0004467,Preauricular pits,unspecified
HP:0004467,Preauricular sinus,unspecified
HP:0004468,Abnormal tracheal cartilaginous ring,unspecified
HP:0004471,Absent cutis congenita of vertex,unspecified
HP:0004471,Aplasia cutis congenita of vertex,unspecified
HP:0004472,Hyperostosis of lower jaw,unspecified
HP:0004472,Hyperostosis of mandibular bone,unspecified
HP:0004472,Increased ossification of mandibular bone,unspecified
HP:0004474,Front fontanelle stays open,unspecified
HP:0004474,"Persistent, open anterior fontanel",unspecified
HP:0004476,Absent cutis congenita over parietal area,unspecified
HP:0004481,"Macrocephaly, progressive",unspecified
