hpo_id,alias_en,synonym_type
HP:0020125,Conjunctival avascular cysts (filtering blebs),plural_form
HP:0020125,Spontaneous filtering bleb,unspecified
HP:0020130,Increased urinary NGAL,abbreviation
HP:0020133,Glomerular visceral epithelial cell hypertrophy,unspecified
HP:0020133,Hypertrophy of visceral epithelial cells,unspecified
HP:0020141,Blood pressure substantially higher in lower than upper extremities,unspecified
HP:0020141,Blood pressure substantially lower in arms than legs,unspecified
HP:0020141,Blood pressure substantially lower in upper than lower extremities,unspecified
HP:0020142,Blood pressure substantially higher in upper than lower extremities,unspecified
HP:0020142,Increased arm-leg blood pressure gradient,unspecified
HP:0020150,Elevated urinary Tamm-Horsfall protein concentration,unspecified
HP:0020151,Anti-double-stranded DNA antibody positivity,unspecified
HP:0020152,Distal joint laxity,unspecified
HP:0020158,Increased circulating docosatetraenoate level,unspecified
HP:0020159,Reduce response to GnRH stimulation test,abbreviation
HP:0020163,Cilioretinal artery occlusion,unspecified
HP:0020165,Branch retinal vein obstruction,unspecified
HP:0020170,Elevated blood drug concentration,unspecified
HP:0020170,Elevated plasma drug concentration,unspecified
HP:0020170,Elevated serum drug concentrations,unspecified
HP:0020170,Increased plasma drug concentration,unspecified
HP:0020170,Increased serum drug concentration,unspecified
HP:0020171,Decreased plasma drug concentration,unspecified
HP:0020171,Decreased serum drug concentration,unspecified
HP:0020171,Reduced blood drug concentration,unspecified
HP:0020171,Reduced plasma drug concentration,unspecified
HP:0020171,Reduced serum drug concentrations,unspecified
HP:0020172,Adverse drug reaction,unspecified
HP:0020172,Drug-induced reaction,unspecified
HP:0020172,Drug-induced response,unspecified
HP:0020172,Toxic drug response,unspecified
HP:0020173,Decreased drug efficacy,unspecified
HP:0020174,Drug resistance,unspecified
HP:0020175,Reduced cholinesterase level,unspecified
HP:0020177,Abnormal CD8-positive TEMRA T cell proportion,unspecified
HP:0020177,"Abnormal proportion of effector memory CD8-positive, alpha-beta T cells, terminally differentiated",unspecified
HP:0020179,Abnormal haptoglobin level,unspecified
HP:0020180,Elevated haptoglobin concentration,unspecified
HP:0020180,Elevated haptoglobin level,unspecified
HP:0020180,Elevated haptoglobin level in blood,unspecified
HP:0020180,Increased haptoglobin concentration,unspecified
HP:0020180,Increased haptoglobin level,unspecified
HP:0020180,Increased haptoglobin level in blood,unspecified
HP:0020181,Decreased haptoglobin concentration,unspecified
HP:0020181,Decreased haptoglobin level,unspecified
HP:0020181,Decreased haptoglobin level in blood,unspecified
HP:0020181,Reduced haptoglobin concentration,unspecified
HP:0020181,Reduced haptoglobin level,unspecified
HP:0020181,Reduced haptoglobin level in blood,unspecified
HP:0020182,Abnormal A-type atrial natriuretic peptide level,unspecified
HP:0020183,Increased circulating A-type natriuretic peptide level,unspecified
HP:0020184,Decreased circulating A-type natriuretic peptide level,unspecified
HP:0020186,Multi-lobulated spleen,unspecified
HP:0020187,Pachygyria with cortical thickness > 10 mm,unspecified
HP:0020187,Pachygyria with cortical thickness above 10 mm,unspecified
HP:0020189,Occipital predomimant classic pachygyria,unspecified
HP:0020189,Pachygyria with cortical thickness over 10 mm posterior predominant,unspecified
HP:0020190,Pachygyria with cortical thickness > 10 mm perisylvian predominant,unspecified
HP:0020191,Pachygyria with cortical thickness > 10 mm anterior predominant,unspecified
HP:0020197,Increased circulating arachidonate level,unspecified
HP:0020197,Increased circulating arachidonic acid level,unspecified
HP:0020204,Renal tubulointerstitial bacterial organisms,unspecified
HP:0020205,Renal tubulointerstitial fungal organisms,unspecified
HP:0020215,Cognition induced seizure,unspecified
HP:0020216,Photosensitive seizure,unspecified
HP:0020217,Focal motor aware seizure,unspecified
HP:0020220,Localised atonic seizure,unspecified
HP:0020220,Localised hypotonic seizure,unspecified
HP:0020220,Localized atonic seizure,unspecified
HP:0020220,Localized hypotonic seizure,unspecified
HP:0020220,Partial atonic seizure,unspecified
HP:0020220,Partial hypotonic seizure,unspecified
HP:0020220,Segmental atonic seizure,unspecified
HP:0020220,Segmental hypotonic seizure,unspecified
HP:0020222,Lower blood homocysteine,unspecified
HP:0020234,Distorted lymph node architecture,unspecified
HP:0020242,Abnormal follicular lymph-node architecture,unspecified
HP:0020243,Floral follicular lymph node architecture,unspecified
HP:0020243,Floral growth pattern,unspecified
HP:0020244,Follicular colonisation,uk_spelling
HP:0020244,Follicular colonization,unspecified
HP:0020245,Crowded follicles,unspecified
HP:0020246,Follicular lysis,unspecified
HP:0020253,Germinal centers with expanded mantle zones,unspecified
HP:0020253,Germinal centres with expanded mantle zones,uk_spelling
HP:0020262,PTGC,abbreviation
HP:0020267,Follicular sclerosis,unspecified
HP:0020269,Pseudofollicles,unspecified
HP:0020275,Monomorphic cells,unspecified
HP:0020285,Scant lymph node lymphocyte cytoplasm,unspecified
HP:0025004,Arthritis of the big toe,layperson
HP:0025009,Forward directed upper incisors,unspecified
HP:0025009,Proclination of the upper incisors,unspecified
HP:0025009,Protruding upper incisors,unspecified
HP:0025013,Decerebrate posturing,unspecified
HP:0025020,Elevated prostate-specific antigen concentration,unspecified
HP:0025020,Elevated prostate-specific antigen level,unspecified
HP:0025020,Elevated prostate-specific antigen level in blood,unspecified
HP:0025020,Increased prostate-specific antigen concentration,unspecified
HP:0025020,Increased prostate-specific antigen level,unspecified
HP:0025020,Increased prostate-specific antigen level in blood,unspecified
HP:0025021,Abnormal ESR,layperson
HP:0025021,Abnormal Westergren sedimentation rate,unspecified
HP:0025022,Decreased ESR,abbreviation
HP:0025022,Low ESR,layperson
HP:0025023,Atresia of the rectum,unspecified
HP:0025025,Vestibular fistula,unspecified
HP:0025027,Cutaneous osteosis,unspecified
HP:0025027,Miliary osteoma,unspecified
HP:0025027,Osteomatosis,unspecified
HP:0025028,Abnormality of enteric nervous system morphology,unspecified
HP:0025029,Abnormality of enteric neuron morphology,unspecified
HP:0025033,Abnormality of digestive system morphology,unspecified
HP:0025038,Testicular abscess,unspecified
HP:0025039,Edema of the basal ganglia,unspecified
HP:0025039,Oedema of the basal ganglia,unspecified
HP:0025040,Edema of the thalamus,unspecified
HP:0025040,Oedema of the thalamus,unspecified
HP:0025044,Pulmonary abscess,unspecified
HP:0025045,Abnormal lactate level by magnetic resonance spectroscopy,unspecified
HP:0025046,Reduced brain lactate level by magnetic resonance spectroscopy,unspecified
HP:0025047,Abnormal brain choline level by magnetic resonance spectroscopy,unspecified
HP:0025048,Reduced brain choline level by magnetic resonance spectroscopy,unspecified
HP:0025049,Abnormal brain creatine level by magnetic resonance spectroscopy,unspecified
HP:0025050,Elevated brain creatine level by magnetic resonance spectroscopy,unspecified
HP:0025051,Low brain creatine phosphate,unspecified
HP:0025051,Reduced brain creatine level by magnetic resonance spectroscopy,unspecified
HP:0025052,Abnormal brain N-acetyl aspartate level by magnetic resonance spectroscopy,unspecified
HP:0025053,Elevated brain N-acetyl aspartate level by magnetic resonance spectroscopy,unspecified
HP:0025057,Abnormality of olfactory lobe morphology,unspecified
HP:0025058,Atrophy of the hypothalamus,unspecified
HP:0025060,Multilocular splenic abscess,unspecified
HP:0025061,Solitary splenic abscess,unspecified
HP:0025061,Unilocular splenic abscess,unspecified
HP:0025062,Geophagy,unspecified
HP:0025065,Abnormal erythrocyte volume,unspecified
HP:0025065,Abnormal MCV,abbreviation
HP:0025066,Decreased MCV,abbreviation
HP:0025066,Microcytosis,unspecified
HP:0025066,Reduced erythrocyte volume,unspecified
HP:0025069,Comitant strabismus,unspecified
HP:0025072,Increased U wave amplitude,unspecified
HP:0025079,Pancreas abscess,unspecified
HP:0025082,Abnormal cutaneous elastic fibre morphology,uk_spelling
HP:0025084,Follicular pustule,unspecified
HP:0025084,Hair follicle inflammation,unspecified
HP:0025085,Bloody bowel movement,layperson
HP:0025089,Faecal vomiting,uk_spelling
HP:0025089,Fecal vomiting,unspecified
HP:0025089,Stercoraceous vomiting,unspecified
HP:0025089,Vomiting faecal matter,uk_spelling
HP:0025089,Vomiting fecal matter,unspecified
HP:0025092,Acanthosis,unspecified
HP:0025092,Acanthotic epidermis,unspecified
HP:0025092,Thickening of upper layer of skin,layperson
HP:0025093,Peripapillary exudation,unspecified
HP:0025097,Blepharoclonus,unspecified
HP:0025098,Hypothalamic dysgenesis,unspecified
HP:0025099,Thalamic dysgenesis,unspecified
HP:0025100,Abnormal morphology of the hippocampus,unspecified
HP:0025100,Abnormality of hippocampus morphology,unspecified
HP:0025101,Hippocampal dysgenesis,unspecified
HP:0025102,Basal ganglia dysgenesis,unspecified
HP:0025105,Naevus anaemicus,unspecified
HP:0025109,Reduced erythrocyte pyruvate kinase activity,unspecified
HP:0025112,Noise sensitivity,unspecified
HP:0025246,Pilar cyst,unspecified
HP:0025379,Anti-TPO antibody positivity,abbreviation
HP:0025379,Antimicrosomal antibodies,unspecified
HP:0025379,Antimicrosomal antibody positivity,unspecified
HP:0025379,TPOAbs,abbreviation
HP:0025483,Abnormal circulating thyroglobulin level,unspecified
HP:0025483,Abnormal thyroglobulin level,unspecified
HP:0025643,Perineural cyst,unspecified
HP:0030233,Bethlem phenomenon,unspecified
HP:0030234,Highly elevated CPK,abbreviation
HP:0030234,Highly elevated creatine phosphokinase,unspecified
HP:0030234,Highly elevated serum CK,abbreviation
HP:0030234,Highly elevated serum CPK,abbreviation
HP:0030234,Highly elevated serum phosph-CK,abbreviation
HP:0030235,Extremely elevated CPK,abbreviation
HP:0030235,Extremely elevated creatine phosphokinase,unspecified
HP:0030235,Extremely elevated phospho-CK serum level,abbreviation
HP:0030235,Extremely elevated serum CK level,abbreviation
HP:0030235,Extremely high CPK level,abbreviation
HP:0030239,Underdeveloped upper arm muscles,layperson
HP:0030241,Deltoid muscle hypoplasia,unspecified
HP:0030242,Blood clot in portal vein,layperson
HP:0030243,Blood clot in liver vein,layperson
HP:0030243,Hepatic venous thrombosis,unspecified
HP:0030244,Maternal fever during pregnancy,unspecified
HP:0030245,Maternal fever during labor,layperson
HP:0030245,Maternal fever during labour,uk_spelling
HP:0030247,Blood clot in splanchnic vein,unspecified
HP:0030248,Blood clot in mesentertic vein,unspecified
HP:0030252,Absence of mature B cells,unspecified
HP:0030254,Nail bed haemorrhage,uk_spelling
HP:0030257,"Genitalia, ephelides",unspecified
HP:0030258,Increased genital pigmentation,layperson
HP:0030259,Decreased genital pigmentation,layperson
HP:0030261,Aphallia,unspecified
HP:0030261,Aplasia of the penis,unspecified
HP:0030261,Penis aplasia,unspecified
HP:0030267,Interosseous membrane calcification of forearm,unspecified
HP:0030269,Elevated serum IGF1,abbreviation
HP:0030269,Increased serum IGF1,unspecified
HP:0030269,Increased serum insulin-like growth factor 1,unspecified
HP:0030272,Abnormal erythrocyte enzyme level,unspecified
HP:0030274,Extra scrotum,layperson
HP:0030275,Abnormal scrotum position,layperson
HP:0030282,Dorsal rib defect,unspecified
HP:0030284,Triangle shaped tongue,layperson
HP:0030289,Flattended end part of thigh bone,layperson
HP:0030290,Absence of sacrum ossification,unspecified
HP:0030293,Irregularity of wide portion of calf bone,layperson
HP:0030299,Abnormality of wide portion of outermost thighbone,layperson
HP:0030299,Distal femoral metaphyseal abnormality,unspecified
HP:0030307,Flared metaphysis of lower limb bone,unspecified
HP:0030308,Flared outermost metaphysis of shankbone,unspecified
HP:0030308,Flared outermost metaphysis of shinbone,unspecified
HP:0030309,Flared outermost wide portion of of calf bone,layperson
HP:0030310,Dislocated arm joints,layperson
HP:0030311,Dislocated leg joints,layperson
HP:0030312,Obliteration of cranial cancellous bone,unspecified
HP:0030318,Angular cheilosis,unspecified
HP:0030318,Angular stomatitis,unspecified
HP:0030318,Commissural cheilitis,unspecified
HP:0030318,Inflammation of corners of the mouth,layperson
HP:0030318,Inflammation of oral commisures,unspecified
HP:0030318,Red and sore corners of the mouth,layperson
HP:0030319,Decreased facial muscle strength,layperson
HP:0030319,Decreased strength of facial muscles,layperson
HP:0030319,Face weakness,layperson
HP:0030319,Facial muscle weakness,layperson
HP:0030319,Facial weakness,layperson
HP:0030319,Myasthenia of facial muscles,unspecified
HP:0030319,Reduced facial muscle strength,layperson
HP:0030319,Weakness of face,layperson
HP:0030321,Abnormality of the vertebral artery,unspecified
HP:0030329,Retinal thinning,layperson
HP:0030338,Abnormal circulating gonadotropin level,unspecified
HP:0030339,Decreased circulating gonadotropin level,unspecified
HP:0030341,Decreased circulating follicle stimulating hormone level,unspecified
HP:0030344,Decreased circulating luteinising hormone level,unspecified
HP:0030345,Abnormal circulating luteinizing hormone level,unspecified
HP:0030345,Abnormal luteinizing hormone level,unspecified
HP:0030345,Increased circulating lutropin,unspecified
HP:0030346,Abnormal circulating follicle-stimulating hormone level,unspecified
HP:0030348,Hyperandrogenemia,unspecified
HP:0030348,Increased circulating androgen level,unspecified
HP:0030349,Decreased circulating androgen level,unspecified
HP:0030352,Abnormal serum insulin-like growth factor 1 level,unspecified
HP:0030355,Abnormal serum interferon-gamma level,unspecified
HP:0030356,Increased serum interferon-gamma level,unspecified
HP:0030357,Oat cell carcinoma of lung,unspecified
HP:0030357,Oat cell lung cancer,unspecified
HP:0030357,Small cell lung cancer,unspecified
HP:0030358,Non-small cell lung cancer,unspecified
HP:0030361,Abnormality of icosanoid metabolism,unspecified
HP:0030368,Hyperphalangy of index finger,unspecified
HP:0030370,Abnormal proportion of naive B cells,unspecified
HP:0030371,Increased proportion of naive B cells,unspecified
HP:0030372,Decreased proportion of naive B cells,unspecified
HP:0030373,Abnormal proportion of memory B cells,unspecified
HP:0030376,Abnormal proportion of CD19+/CD21low B cells,unspecified
HP:0030376,Abnormal proportion of immature B cells,unspecified
HP:0030377,Increased proportion of CD19+/CD21low B cells,unspecified
HP:0030377,Increased proportion of immature B cells,unspecified
HP:0030378,Decreased proportion of CD19+/CD21low B cells,unspecified
HP:0030378,Decreased proportion of immature B cells,unspecified
HP:0030379,Abnormal proportion of CD19+CD38+IgM+ cells,unspecified
HP:0030379,Abnormal proportion of transitional B cells,unspecified
HP:0030380,Decreased proportion of CD19+CD38+IgM+ cells,unspecified
HP:0030380,Decreased proportion of transitional B cells,unspecified
HP:0030381,Increased proportion of CD19+CD38+IgM+ cells,unspecified
HP:0030381,Increased proportion of transitional B cells,unspecified
HP:0030383,Abnormal proportion of marginal zone B cells,unspecified
HP:0030386,Abnormal proportion of CD19+CD27+IgD- cells,unspecified
HP:0030386,Abnormal proportion of class-switched memory B cells,unspecified
HP:0030387,Increased proportion of CD19+CD27+IgD- cells,unspecified
HP:0030388,Decreased proportion of CD19+CD27+IgD- cells,unspecified
HP:0030388,Decreased proportion of class-switched memory B cells,unspecified
HP:0030389,Abnormal thromboxane level,unspecified
HP:0030393,Aggressive papillary middle ear tumor,unspecified
HP:0030393,Aggressive papillary middle ear tumour,uk_spelling
HP:0030393,Endolymphatic sac tumour,uk_spelling
HP:0030393,Heffner tumor,unspecified
HP:0030393,Heffner tumour,uk_spelling
HP:0030393,Low-grade adenocarcinoma of endolymphatic sac origin,unspecified
HP:0030405,Pancreatic endocrine tumour,uk_spelling
HP:0030408,Pinealoblastoma,unspecified
HP:0030409,renal TCC,unspecified
HP:0030409,Renal urothelial carcinoma,unspecified
HP:0030409,Transitional renal cell carcinoma,unspecified
HP:0030410,Sebaceous carcinoma,unspecified
HP:0030415,Spindle cell carcinoma of the tongue,unspecified
HP:0030416,Neoplasm of the vulva,unspecified
HP:0030416,Tumor of the vulva,layperson
HP:0030416,Tumour of the vulva,uk_spelling
HP:0030417,Vulval squamous cell carcinoma,unspecified
HP:0030423,Cyst on spleen,layperson
HP:0030424,Epididymal cysts,unspecified
HP:0030430,Nerve tumor,layperson
HP:0030430,Nerve tumour,uk_spelling
HP:0030430,Pinched nerve,layperson
HP:0030431,Osteocartilaginous exostoses,unspecified
HP:0030431,Osteochondromas,unspecified
HP:0030436,Fibrofolliculomas,unspecified
HP:0030437,Anal canal tumor,layperson
HP:0030437,Anal canal tumour,uk_spelling
HP:0030445,Lung carcinoid tumor,unspecified
HP:0030445,Lung carcinoid tumour,uk_spelling
HP:0030445,Pulmonary carcinoid tumour,uk_spelling
HP:0030446,Atypical pulmonary carcinoid tumour,uk_spelling
HP:0030447,Anaplastic carcinoma of the skin,unspecified
HP:0030447,Cutaneous APUDoma,unspecified
HP:0030447,Merkel cell cancer of the skin,unspecified
HP:0030447,Neuroendocrine carcinoma of the skin,unspecified
HP:0030447,Neuroendocrine tumor of the skin,unspecified
HP:0030447,Neuroendocrine tumour of the skin,uk_spelling
HP:0030447,Primary small cell carcinoma of the skin,unspecified
HP:0030447,Primary undifferentiated carcinoma of the skin,unspecified
HP:0030448,Soft tissue sarcomas,unspecified
HP:0030454,Abnormal EOG,unspecified
HP:0030456,Abnormality of pattern onset/offset VEP,unspecified
HP:0030457,Abnormal amplitude of pattern onset/offset VEP,unspecified
HP:0030463,Crossed asymmetry of flash visual evoked potentials,unspecified
HP:0030464,Crossed asymmetry of pattern reversal visual evoked potentials,unspecified
HP:0030465,Absent photopic (cone) responses on ERG,unspecified
HP:0030465,non-detectable photopic ERG,unspecified
HP:0030473,Abnormal light adapted flicker electroretinogram,unspecified
HP:0030473,Abnormal light-adapted 30Hz flicker electroretinogram,unspecified
HP:0030473,Abnormal light-adapted 30Hz flicker ERG,abbreviation
HP:0030473,Abnormal light-adapted flicker ERG,abbreviation
HP:0030484,Relatively enhanced S-cone responses,unspecified
HP:0030493,Abnormality of foveal pigmentation,unspecified
HP:0030495,Abnormal morphology of the macular vasculature,unspecified
HP:0030495,Abnormality of macular vasculature,unspecified
HP:0030496,Macular exudates,plural_form
HP:0030496,Macular exudation,unspecified
HP:0030500,Yellow/white lesion of the macula,unspecified
HP:0030501,Refractile lesions in the macula,unspecified
HP:0030503,Juxtafoveal telangiectasia,unspecified
HP:0030503,Parafoveal telangiectasia,unspecified
HP:0030504,Bear track congenital hypertrophy of retinal pigment epithelium,unspecified
HP:0030504,Grouped congenital hypertrophy of retinal pigment epithelium,unspecified
HP:0030505,Nummular pigmentation of the fundus,unspecified
HP:0030506,Yellow/white lesions of the retina,unspecified
HP:0030509,Retinal racemose haemangioma,unspecified
HP:0030511,Difficulty seeing moving objects,layperson
HP:0030515,Moderate reduction in visual acuity,unspecified
HP:0030515,Moderate vision loss,unspecified
HP:0030515,Moderate visual impairment,layperson
HP:0030515,Moderate visual loss,unspecified
HP:0030516,Homonymous hemianopsia,unspecified
HP:0030517,Heteronymous hemianopsia,unspecified
HP:0030518,Congruous hemianopsia,unspecified
HP:0030522,Mild peripheral visual field loss,unspecified
HP:0030525,Moderate peripheral visual field loss,unspecified
HP:0030526,Severe peripheral visual field loss,unspecified
HP:0030527,Very severe peripheral visual field loss,unspecified
HP:0030529,Annular scotoma,unspecified
HP:0030584,Colour vision test abnormality,uk_spelling
HP:0030632,Hypo-autofluorescent macular lesion,unspecified
HP:0030637,Cone dysfunction,unspecified
HP:0030637,Cone dysfunction syndrome,unspecified
HP:0030644,Blind spot enlargement,unspecified
HP:0030648,Mid-peripheral,unspecified
HP:0030657,Umbilical cord haematoma,unspecified
HP:0030658,Battledore placenta,unspecified
HP:0030658,Marginal cord insertion,unspecified
HP:0030665,Holmes' tremor,unspecified
HP:0030666,Retinal vascular proliferation,unspecified
HP:0030671,Abnormality of the common tendinous ring,unspecified
HP:0030674,Intrauterine onset,unspecified
HP:0030674,Onset in utero,unspecified
HP:0030674,Prenatal onset,unspecified
HP:0030676,Devil ear,unspecified
HP:0030680,Abnormality of cardiovascular system morphology,unspecified
HP:0030680,Cardiovascular malformations,unspecified
HP:0030683,Vaginitis,unspecified
HP:0030687,Abnormal glucagon level,unspecified
HP:0030692,Brain tumor,unspecified
HP:0030692,Brain tumour,uk_spelling
HP:0030693,Pineal parenchymal tumor,unspecified
HP:0030693,Pineal parenchymal tumour,uk_spelling
HP:0030706,Sublingual cyst,unspecified
HP:0030706,Sublingual ptyalocele,unspecified
HP:0030707,Unilateral pulmonary agenesis,unspecified
HP:0030713,Median prosencephalic arteriovenous fistula,unspecified
HP:0030713,Vein of Galen aneurysm,unspecified
HP:0030713,Vein of Galen malformation,unspecified
HP:0030714,Breus' mole,unspecified
HP:0030715,Congenital bronchial atresia,unspecified
HP:0030718,Dilated right atrium,unspecified
HP:0030718,Enlarged heart right atrium,unspecified
HP:0030718,Right atrial dilatation,unspecified
HP:0030719,Rudimentary tricuspid valve leaflets,unspecified
HP:0030719,Unguarded tricuspid valve orifice,unspecified
HP:0030724,CNS cyst,abbreviation
HP:0030724,Cyst of the central nervous system,unspecified
HP:0030729,Frontoethmoid meningocele,unspecified
HP:0030732,Tricuspid valve dysplasia,unspecified
HP:0030740,Right ventricular anomalous muscle bundle,unspecified
HP:0030741,Teratoma of the mediastinum,unspecified
HP:0030742,Mittendorf dot,unspecified
HP:0030743,Bergmeister papilla,unspecified
HP:0030745,Aneurysm of the ductus arteriosus,unspecified
HP:0030746,Intraventricular haemorrhage,uk_spelling
HP:0030747,Preterm intraventricular haemorrhage,uk_spelling
HP:0030748,Germinal matrix haemorrhage,uk_spelling
HP:0030748,Germinal matrix hemorrhage,unspecified
HP:0030748,Grade I preterm intraventricular haemorrhage,uk_spelling
HP:0030749,Grade II preterm intraventricular haemorrhage,uk_spelling
HP:0030750,Grade III preterm intraventricular haemorrhage,uk_spelling
HP:0030751,Grade IV preterm intraventricular haemorrhage,uk_spelling
HP:0030752,Timo cyst,unspecified
HP:0030753,Intrauterine foetal demise of one twin after midgestation,uk_spelling
HP:0030756,Red teeth,unspecified
HP:0030757,Dental abscess,unspecified
HP:0030757,Dentoalveolar abscess,unspecified
HP:0030759,Fat cell hypertrophy,unspecified
HP:0030760,Kidney fibrosis,unspecified
HP:0030763,Amniotic shelf,unspecified
HP:0030764,Ochronotic arthritis,unspecified
HP:0030765,Night terror,unspecified
HP:0030765,Pavor nocturnus,unspecified
HP:0030765,Sleep terrors,unspecified
HP:0030765,Waking up screaming,layperson
HP:0030766,Otalgia,unspecified
HP:0030766,Pain in the ear,layperson
HP:0030776,Modic type 1 vertebral endplate changes,unspecified
HP:0030777,Modic type 2 vertebral endplate changes,unspecified
HP:0030778,Modic type 3 vertebral endplate changes,unspecified
HP:0030783,Increased serum IL-6,abbreviation
HP:0030783,Increased serum interleukin-6,unspecified
HP:0030784,Amnesic aphasia,unspecified
HP:0030784,Amnestic aphasia,unspecified
HP:0030784,Anomia,unspecified
HP:0030784,Nominal aphasia,unspecified
HP:0030784,Word-finding difficulty,layperson
HP:0030785,Intrathoracic cystic hygroma,unspecified
HP:0030785,Thoracic cystic lymphangioma,unspecified
HP:0030790,Abnormal cerumen pigmentation,unspecified
HP:0030794,Abnormal C peptide level,unspecified
HP:0030794,Abnormal C-peptide level,unspecified
HP:0030795,Decreased C-peptide concentration,unspecified
HP:0030795,Decreased C-peptide level,unspecified
HP:0030795,Decreased C-peptide level in blood,unspecified
HP:0030795,Reduced C peptide level,unspecified
HP:0030795,Reduced C-peptide concentration,unspecified
HP:0030795,Reduced C-peptide level,unspecified
HP:0030795,Reduced C-peptide level in blood,unspecified
HP:0030796,Elevated C-peptide concentration,unspecified
HP:0030796,Elevated C-peptide level,unspecified
HP:0030796,Elevated C-peptide level in blood,unspecified
HP:0030796,Increased C peptide level,unspecified
HP:0030796,Increased C-peptide concentration,unspecified
HP:0030796,Increased C-peptide level,unspecified
HP:0030796,Increased C-peptide level in blood,unspecified
HP:0030805,Absent lunulae,plural_form
HP:0030805,Lunula absent,unspecified
HP:0030805,Lunulae absent,plural_form
HP:0030811,Painful tongue,unspecified
HP:0030812,Enlargement of tonsils,unspecified
HP:0030812,Tonsillar hypertrophy,unspecified
HP:0030812,tonsils large/hypertrophy,unspecified
HP:0030813,Hypoplastic tonsils,unspecified
HP:0030813,Tonsillar hypoplasia,unspecified
HP:0030814,Orange colored tonsils,unspecified
HP:0030814,Orange coloured tonsils,uk_spelling
HP:0030814,Orange discoloured tonsils,uk_spelling
HP:0030814,Orange tonsils,unspecified
HP:0030814,Tonsils with orange deposits,unspecified
HP:0030815,Tongue lipoma,unspecified
HP:0030816,Gum recession,unspecified
HP:0030816,Receding gums,unspecified
HP:0030818,Median nail dystrophy,unspecified
HP:0030819,Upslanting nail,unspecified
HP:0030819,Upward angulation of nail,unspecified
HP:0030823,Thick sclera,unspecified
HP:0030824,Mizuo-Nakamura phenomenon,unspecified
HP:0030825,Foveal reflex absent,unspecified
HP:0030825,Loss of foveal reflex,unspecified
HP:0030826,Eyelid fluttering,unspecified
HP:0030826,Fasciculation of the eyelid,unspecified
HP:0030826,Muscle twitches in eye lid,layperson
HP:0030826,Muscle twitches in eyelid,layperson
HP:0030826,Twitching around eyes,layperson
HP:0030829,Abnormal lung auscultation finding,unspecified
HP:0030830,Crepitations,unspecified
HP:0030830,Rales,unspecified
HP:0030843,Amyloid cardiomyopathy,unspecified
HP:0030854,Staphyloma,unspecified
HP:0030858,Addictive behaviour,uk_spelling
HP:0030859,Anti-Scl-70 antibody positivity,unspecified
HP:0030859,Top1 antibody positivity,unspecified
HP:0030859,Topoisomerase (DNA) I antibody positivity,unspecified
HP:0030860,Abnormal CSF A[beta]42 level,abbreviation
HP:0030860,Abnormal CSF amyloid level,unspecified
HP:0030861,Decreased CSF amyloid level,unspecified
HP:0030862,Elevated CSF amyloid level,unspecified
HP:0030864,Chest retractions,unspecified
HP:0030865,Prominent elbow,unspecified
HP:0030867,Eyes at different heights,layperson
HP:0030867,Misaligned eyes,layperson
HP:0030867,Unequal eye height,layperson
HP:0030868,Monorchidism,unspecified
HP:0030870,Abnormality of apophyseal joint,unspecified
HP:0030870,Abnormality of Z-joint,unspecified
HP:0030870,Abnormality of zygapophyseal joint,unspecified
HP:0030870,Abnormality of zygapophysial joint,unspecified
HP:0030871,Facet arthritis,unspecified
HP:0030873,ACA positivity,unspecified
HP:0030873,Anticentromere antibody positivity,unspecified
HP:0030874,O2 desaturation on exertion,abbreviation
HP:0030875,Abnormal pulmonary circulation,unspecified
HP:0030875,Abnormality of respiratory circulation,unspecified
HP:0030876,Increased pulmonary arterial wedge pressure,unspecified
HP:0030876,Increased pulmonary artery occlusion pressure,unspecified
HP:0030877,Obstructive deficit on pulmonary function test,unspecified
HP:0030877,Obstructive deficit on pulmonary function testing,unspecified
HP:0030878,Abnormal pulmonary function test,unspecified
HP:0030879,Interlobular lines (pulmonary CT finding),unspecified
HP:0030879,Peripheral lines (pulmonary CT finding),unspecified
HP:0030879,Septal lines (pulmonary CT finding),unspecified
HP:0030879,Septal thickening (pulmonary CT finding),unspecified
HP:0030879,Short lines (pumonary CT finding),unspecified
HP:0030880,Raynaud's phenomenon,unspecified
HP:0030882,Coronary artery dilatation,unspecified
HP:0030883,Femoral acetabular impingement,unspecified
HP:0030884,Gastro-jejunal tube feeding in infancy,unspecified
HP:0030890,White matter hyperintensity,unspecified
HP:0030891,PVWMH,abbreviation
HP:0030892,DWMH,abbreviation
HP:0030895,Abnormal GI motility,abbreviation
HP:0030896,Abnormal GI transit time,abbreviation
HP:0030900,Itchy feet,layperson
HP:0030900,Itchy foot,layperson
HP:0030903,Palmar grasp reflex,unspecified
HP:0030906,Persistent nutritive suckle swallow,unspecified
HP:0030908,Anti-liver kidney microsomal type 1 antibody positivity,unspecified
HP:0030908,Anti-LKM-1 positive,abbreviation
HP:0030908,Anti-LKM1 antibody positivity,abbreviation
HP:0030908,Anti-type I liver-kidney microsomal antibody positivity,unspecified
HP:0030909,Anti-liver cytosol antibody-1 positivity,unspecified
HP:0030913,Scrotum-like labia majora,unspecified
HP:0030915,Edema of the cerebellum,unspecified
HP:0030915,Oedema of the cerebellum,unspecified
HP:0030918,Low one-minute APGAR score,unspecified
HP:0030919,Low five-minute APGAR score,unspecified
HP:0030934,Oral erythroplasia,unspecified
HP:0030935,Abnormality of intestinal smooth muscle morphology,unspecified
