disease_id,disease_name,tier,has_mendelian_gene,genes,pathogenic_variants,pathogenic_snv,snv_at_panel_position,allele_match,strand_flip_match,best_review_stars_matched,matched_variation_ids
ORPHA:584,Mucopolysaccharidosis type 7,snv_fora_do_painel,False,GUSB,103,64,0,0,0,,
ORPHA:585,Multiple sulfatase deficiency,snv_fora_do_painel,False,SUMF1,130,85,0,0,0,,
ORPHA:586,Cystic fibrosis,posicao_alelo_diferente,False,CEACAM3;CEACAM6;CFTR;CLCA4;DCTN4;EDNRA;GCLC;GSTM3;HFE;HMOX1;KCNN4;MIF;SERPINA1;SLC11A1;SLC26A9;SLC6A14;SLC9A3;STX1A;TGFB1,1147,664,2,0,0,,
ORPHA:588,Muscle-eye-brain disease,snv_fora_do_painel,False,B3GALNT2;CRPPA;FKRP;FKTN;GMPPB;LARGE1;POMGNT1;POMT1;POMT2,478,284,0,0,0,,
ORPHA:589618,Dystonia 28,snv_fora_do_painel,False,KMT2B,51,27,0,0,0,,
ORPHA:589821,Congenital-onset Steinert myotonic dystrophy,sem_variante_patogenica,False,DMPK,0,0,0,0,0,,
ORPHA:589905,PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome,snv_fora_do_painel,False,PHIP,99,64,0,0,0,,
ORPHA:59,Allan-Herndon-Dudley syndrome,snv_fora_do_painel,False,SLC16A2,65,39,0,0,0,,
ORPHA:59135,Laing distal myopathy,snv_fora_do_painel,False,MYH7,37,32,0,0,0,,
ORPHA:59181,Sorsby fundus dystrophy,snv_fora_do_painel,False,TIMP3,4,4,0,0,0,,
ORPHA:592574,Menke-Hennekam syndrome,snv_fora_do_painel,False,CREBBP,1,1,0,0,0,,
ORPHA:59303,Neonatal ichthyosis-sclerosing cholangitis syndrome,snv_fora_do_painel,False,CLDN1,6,3,0,0,0,,
ORPHA:596,X-linked centronuclear myopathy,snv_fora_do_painel,False,MTM1,205,140,0,0,0,,
ORPHA:597,Central core disease,snv_fora_do_painel,False,RYR1,143,116,0,0,0,,
ORPHA:599373,STXBP1-related encephalopathy,snv_fora_do_painel,False,STXBP1,156,118,0,0,0,,
ORPHA:6,3-methylcrotonyl-CoA carboxylase deficiency,posicao_alelo_diferente,False,MCCC1;MCCC2,342,210,1,0,0,,
ORPHA:60,Alpha-1-antitrypsin deficiency,alelo_patogenico_ensaiado,False,SERPINA1,61,38,2,1,0,2,17967
ORPHA:600,Vocal cord and pharyngeal distal myopathy,snv_fora_do_painel,False,MATR3,1,1,0,0,0,,
ORPHA:60015,Enlarged parietal foramina,snv_fora_do_painel,False,ALX4;MSX2,20,9,0,0,0,,
ORPHA:60025,Pulmonary alveolar microlithiasis,snv_fora_do_painel,False,SLC34A2,10,5,0,0,0,,
ORPHA:60030,Loeys-Dietz syndrome,snv_fora_do_painel,False,IPO8;SMAD2;SMAD3;TGFB2;TGFB3;TGFBR1;TGFBR2,60,51,0,0,0,,
ORPHA:60033,Idiopathic bronchiectasis,snv_fora_do_painel,False,CFTR;SCNN1A;SCNN1B;SCNN1G,451,303,0,0,0,,
ORPHA:60040,Megalencephaly-capillary malformation-polymicrogyria syndrome,snv_fora_do_painel,False,PIK3CA,37,36,0,0,0,,
ORPHA:602,GNE myopathy,snv_fora_do_painel,False,GNE,169,111,0,0,0,,
ORPHA:603,"Distal myopathy, Welander type",snv_fora_do_painel,False,SQSTM1;TIA1,1,1,0,0,0,,
ORPHA:606,Proximal myotonic myopathy,sem_variante_patogenica,False,CNBP,0,0,0,0,0,,
ORPHA:609,Tibial muscular dystrophy,snv_fora_do_painel,False,TTN,33,19,0,0,0,,
ORPHA:610,Bethlem muscular dystrophy,snv_fora_do_painel,False,COL12A1;COL6A1;COL6A2;COL6A3,550,361,0,0,0,,
ORPHA:614,Thomsen and Becker disease,snv_fora_do_painel,False,CLCN1,312,210,0,0,0,,
ORPHA:615,Familial atrial myxoma,snv_fora_do_painel,False,PRKAR1A,5,3,0,0,0,,
ORPHA:618,Familial melanoma,snv_fora_do_painel,False,ACD;BAP1;CDK4;CDKN2A;CDKN2B;MC1R;MGMT;MITF;POT1;TERF2IP;TERT,286,157,0,0,0,,
ORPHA:62,Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3,snv_fora_do_painel,False,SGCA,155,99,0,0,0,,
ORPHA:621,Autosomal recessive methemoglobinemia,snv_fora_do_painel,False,CYB5A;CYB5R3,20,17,0,0,0,,
ORPHA:624,Familial multiple nevi flammei,snv_fora_do_painel,False,GNAQ,1,1,0,0,0,,
ORPHA:626,Large/giant congenital melanocytic nevus,snv_fora_do_painel,False,ALK;BRAF;NRAS;RAF1;SOX5;ZEB2,4,4,0,0,0,,
ORPHA:627,Nance-Horan syndrome,snv_fora_do_painel,False,NHS,54,23,0,0,0,,
ORPHA:628,Diastrophic dysplasia,snv_fora_do_painel,False,SLC26A2,160,59,0,0,0,,
ORPHA:63260,Craniorachischisis,sem_variante_patogenica,False,DACT1,0,0,0,0,0,,
ORPHA:63273,FLNC-related handgrip and calf weakness-distal myopathy,snv_fora_do_painel,False,FLNC,453,193,0,0,0,,
ORPHA:633,Laron syndrome,snv_fora_do_painel,False,GHR,26,21,0,0,0,,
ORPHA:634,Netherton syndrome,snv_fora_do_painel,False,SPINK5,60,34,0,0,0,,
ORPHA:63442,Angel-shaped phalango-epiphyseal dysplasia,sem_variante_patogenica,False,GDF5,0,0,0,0,0,,
ORPHA:63446,Acrocapitofemoral dysplasia,snv_fora_do_painel,False,IHH,5,5,0,0,0,,
ORPHA:635,Neuroblastoma,snv_fora_do_painel,False,ALK;HACE1;LIN28B;LMO1;MYCN;PHOX2B,25,18,0,0,0,,
ORPHA:637,Full NF2-related schwannomatosis,snv_fora_do_painel,False,NF2,219,124,0,0,0,,
ORPHA:638,Neurofibromatosis-Noonan syndrome,snv_fora_do_painel,False,MAP2K2;NF1,145,91,0,0,0,,
ORPHA:64,Alström syndrome,snv_fora_do_painel,False,ALMS1,820,354,0,0,0,,
ORPHA:640,Hereditary neuropathy with liability to pressure palsies,snv_fora_do_painel,False,PMP22,7,5,0,0,0,,
ORPHA:642,Hereditary sensory and autonomic neuropathy type 4,snv_fora_do_painel,False,NTRK1,187,104,0,0,0,,
ORPHA:64280,Childhood absence epilepsy,snv_fora_do_painel,False,CACNA1H;GABRA1;GABRB3;GABRG2;JRK,180,135,0,0,0,,
ORPHA:643,Giant axonal neuropathy,snv_fora_do_painel,False,GAN,51,33,0,0,0,,
ORPHA:644,NARP syndrome,snv_fora_do_painel,False,MT-ATP6,7,5,0,0,0,,
ORPHA:647,Nijmegen breakage syndrome,snv_fora_do_painel,False,NBN,413,173,0,0,0,,
ORPHA:64739,Ovarian hyperstimulation syndrome,snv_fora_do_painel,False,FSHR,8,8,0,0,0,,
ORPHA:64752,Hereditary sensory and autonomic neuropathy type 5,snv_fora_do_painel,False,NGF;NTRK1,4,3,0,0,0,,
ORPHA:64753,Spinocerebellar ataxia with axonal neuropathy type 2,snv_fora_do_painel,False,PIK3R5;SETX,75,30,0,0,0,,
ORPHA:64754,Nevus comedonicus syndrome,sem_variante_patogenica,False,NEK9,0,0,0,0,0,,
ORPHA:64755,Becker nevus syndrome,snv_fora_do_painel,False,ACTB,1,1,0,0,0,,
ORPHA:647799,MYT1L-related developmental delay-intellectual disability-obesity syndrome,sem_variante_patogenica,False,MYT1L,0,0,0,0,0,,
ORPHA:648,Noonan syndrome,snv_fora_do_painel,False,BRAF;CBL;KRAS;LZTR1;MRAS;NRAS;PTPN11;RAF1;RASA2;RIT1;RRAS;RRAS2;SOS1;SOS2;SPRED2,457,406,0,0,0,,
ORPHA:649,Norrie disease,snv_fora_do_painel,False,NDP,32,27,0,0,0,,
ORPHA:65,Leber congenital amaurosis,snv_fora_do_painel,False,AIPL1;CEP290;CRB1;CRX;GDF6;GUCY2D;IFT140;IMPDH1;IQCB1;KCNJ13;LCA5;LRAT;NMNAT1;PCYT1A;RD3;RDH12;RPE65;RPGRIP1;SPATA7;TUBB4B;TULP1;USP45,1939,1159,0,0,0,,
ORPHA:652,Multiple endocrine neoplasia type 1,snv_fora_do_painel,False,CDKN1B;CDKN2B;MEN1,496,255,0,0,0,,
ORPHA:65282,Carvajal syndrome,snv_fora_do_painel,False,DSP,591,251,0,0,0,,
ORPHA:65285,Lhermitte-Duclos disease,snv_fora_do_painel,False,PTEN,2,2,0,0,0,,
ORPHA:65287,Beta-ureidopropionase deficiency,snv_fora_do_painel,False,UPB1,13,10,0,0,0,,
ORPHA:65288,Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome,snv_fora_do_painel,False,PTF1A,4,2,0,0,0,,
ORPHA:654,Nephroblastoma,snv_fora_do_painel,False,BRCA2;CTR9;DIS3L2;GPC3;H19;POU6F2;REST;TRIM28;TRIP13;WT1,130,73,0,0,0,,
ORPHA:656,Hereditary steroid-resistant nephrotic syndrome,snv_fora_do_painel,False,ACTN4;ANKFY1;ANLN;APOL1;ARHGAP24;ARHGDIA;AVIL;CD2AP;COL4A3;COQ8B;CRB2;DAAM2;EMP2;GAPVD1;INF2;KANK2;LAMA5;MAGI2;MYO1E;NPHS1;NPHS2;NUP107;NUP133;NUP160;NUP205;NUP37;NUP85;NUP93;PAX2;PLCE1;PTPRO;TBC1D8B;TRPC6;WT1,419,291,0,0,0,,
ORPHA:65684,Monomelic amyotrophy,snv_fora_do_painel,False,CEP126;CPLANE1,1,1,0,0,0,,
ORPHA:65759,Carpenter syndrome,snv_fora_do_painel,False,MEGF8;RAB23,78,43,0,0,0,,
ORPHA:659,Mutilating palmoplantar keratoderma with periorificial keratotic plaques,snv_fora_do_painel,False,MBTPS2;PERP;TRPV3,7,7,0,0,0,,
ORPHA:661,Congenital central hypoventilation syndrome,snv_fora_do_painel,False,BDNF;EDN3;GDNF;LBX1;MYO1H;PHOX2B,24,3,0,0,0,,
ORPHA:663,Mitochondrial DNA-related progressive external ophthalmoplegia,sem_variante_patogenica,False,MT-TL1;MT-TL2;MT-TN;MT-TS1,0,0,0,0,0,,
ORPHA:664,Ornithine transcarbamylase deficiency,snv_fora_do_painel,False,OTC,226,192,0,0,0,,
ORPHA:66628,Obesity due to congenital leptin deficiency,snv_fora_do_painel,False,LEP,6,5,0,0,0,,
ORPHA:66629,Goldberg-Shprintzen megacolon syndrome,snv_fora_do_painel,False,KIFBP,17,8,0,0,0,,
ORPHA:66631,CEDNIK syndrome,snv_fora_do_painel,False,SNAP29,10,6,0,0,0,,
ORPHA:66634,Dilated cardiomyopathy with ataxia,snv_fora_do_painel,False,DNAJC19,20,9,0,0,0,,
ORPHA:66637,Diaphanospondylodysostosis,snv_fora_do_painel,False,BMPER,11,9,0,0,0,,
ORPHA:667,Autosomal recessive malignant osteopetrosis,snv_fora_do_painel,False,CLCN7;SNX10;TCIRG1;TNFSF11,197,116,0,0,0,,
ORPHA:668,Osteosarcoma,snv_fora_do_painel,False,CHEK2;RB1;TP53,46,35,0,0,0,,
ORPHA:67036,Autosomal dominant optic atrophy and cataract,snv_fora_do_painel,False,OPA3,16,13,0,0,0,,
ORPHA:67041,Hyaluronidase deficiency,snv_fora_do_painel,False,HYAL1,53,21,0,0,0,,
ORPHA:67042,Late-onset retinal degeneration,snv_fora_do_painel,False,C1QTNF5,4,3,0,0,0,,
ORPHA:67044,Thrombocytopenia with congenital dyserythropoietic anemia,snv_fora_do_painel,False,GATA1,13,11,0,0,0,,
ORPHA:67045,X-linked intellectual disability with isolated growth hormone deficiency,sem_snv,False,SOX3,1,0,0,0,0,,
ORPHA:67046,3-methylglutaconic aciduria type 1,snv_fora_do_painel,False,AUH,27,16,0,0,0,,
ORPHA:67047,3-methylglutaconic aciduria type 3,snv_fora_do_painel,False,MICOS13;OPA3,26,14,0,0,0,,
ORPHA:672,Pallister-Hall syndrome,snv_fora_do_painel,False,GLI3,90,35,0,0,0,,
ORPHA:676,Autosomal dominant hereditary chronic pancreatitis,posicao_alelo_diferente,False,CASR;CPA1;CTRC;PRSS1;PRSS2;TRPV6,260,185,1,0,0,,
ORPHA:678,Papillon-Lefèvre syndrome,snv_fora_do_painel,False,CTSC,83,51,0,0,0,,
ORPHA:681,Hypokalemic periodic paralysis,snv_fora_do_painel,False,CACNA1S;KCNE3;SCN4A,123,82,0,0,0,,
ORPHA:682,Hyperkalemic periodic paralysis,snv_fora_do_painel,False,SCN4A,113,94,0,0,0,,
ORPHA:684,Paramyotonia congenita of Von Eulenburg,snv_fora_do_painel,False,SCN4A,22,22,0,0,0,,
ORPHA:685082,Pediatric acute respiratory distress syndrome,sem_variante_patogenica,False,ABCA3;SFTPB;SFTPC,0,0,0,0,0,,
ORPHA:69063,Congenital membranous nephropathy due to fetomaternal anti-neutral endopeptidase alloimmunization,snv_fora_do_painel,False,MME,1,1,0,0,0,,
ORPHA:69076,Familial renal glucosuria,snv_fora_do_painel,False,SLC5A2,50,36,0,0,0,,
ORPHA:69085,Limb-mammary syndrome,snv_fora_do_painel,False,TP63,4,2,0,0,0,,
ORPHA:69087,Naegeli-Franceschetti-Jadassohn syndrome,snv_fora_do_painel,False,KRT14,2,1,0,0,0,,
ORPHA:69126,PAPA syndrome,snv_fora_do_painel,False,PSTPIP1,3,3,0,0,0,,
ORPHA:693661,Activated PI3K-delta syndrome 1,snv_fora_do_painel,False,PIK3CD,28,18,0,0,0,,
ORPHA:693681,Activated PI3K-delta syndrome 2,snv_fora_do_painel,False,PIK3R1,34,23,0,0,0,,
ORPHA:69663,Low phospholipid-associated cholelithiasis,snv_fora_do_painel,False,ABCB4,74,50,0,0,0,,
ORPHA:69665,Intrahepatic cholestasis of pregnancy,snv_fora_do_painel,False,ABCB11;ABCB4;ATP8B1;NR1H4,67,49,0,0,0,,
ORPHA:697160,Infantile epileptic spasms syndrome,snv_fora_do_painel,False,ARX;CDKL5;CNPY3;GRIN2B;GUF1;NTRK2;PHACTR1;PIGA;PLCB1;SCN2A;SIK1;SPTAN1;WDR45,38,33,0,0,0,,
ORPHA:69735,Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,snv_fora_do_painel,False,SOX18,6,5,0,0,0,,
ORPHA:7,3C syndrome,snv_fora_do_painel,False,CCDC22;DPYSL5;VPS35L;WASHC5,35,24,0,0,0,,
ORPHA:701,Alopecia universalis,snv_fora_do_painel,False,HR,8,5,0,0,0,,
ORPHA:703,Bullous pemphigoid,sem_variante_patogenica,False,HLA-DQB1;HLA-DRB1,0,0,0,0,0,,
ORPHA:70472,"Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type",snv_fora_do_painel,False,LRPPRC,118,67,0,0,0,,
ORPHA:705,Pendred syndrome,snv_fora_do_painel,False,FOXI1;KCNJ10;SLC26A4,294,232,0,0,0,,
ORPHA:70567,Cholangiocarcinoma,sem_variante_patogenica,False,BRCA1;BRCA2;PTPN3;ROS1,0,0,0,0,0,,
ORPHA:70592,Transient predisposition to invasive pyogenic bacterial infection,snv_fora_do_painel,False,IRAK4;MYD88,34,16,0,0,0,,
ORPHA:70594,Dopa-responsive dystonia due to sepiapterin reductase deficiency,snv_fora_do_painel,False,SPR,23,15,0,0,0,,
ORPHA:70595,Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome,snv_fora_do_painel,False,POLG;TWNK,75,56,0,0,0,,
ORPHA:708,Peters anomaly,snv_fora_do_painel,False,CYP1B1;FOXC1;FOXE3;PAX6;PITX2,183,106,0,0,0,,
ORPHA:709,Peters plus syndrome,snv_fora_do_painel,False,B3GLCT,16,12,0,0,0,,
ORPHA:71,Chylomicron retention disease,snv_fora_do_painel,False,SAR1B,13,8,0,0,0,,
ORPHA:712,Hemolytic anemia due to glucophosphate isomerase deficiency,snv_fora_do_painel,False,GPI,27,20,0,0,0,,
ORPHA:71212,Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency,snv_fora_do_painel,False,HADH,25,12,0,0,0,,
ORPHA:71275,Rh deficiency syndrome,snv_fora_do_painel,False,RHAG;RHCE;RHD,1,1,0,0,0,,
ORPHA:71277,Classic glucose transporter type 1 deficiency syndrome,snv_fora_do_painel,False,SLC2A1,104,75,0,0,0,,
ORPHA:71289,Radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome,snv_fora_do_painel,False,HOXA11;MECOM,14,10,0,0,0,,
ORPHA:713,Glycogen storage disease due to phosphoglycerate kinase 1 deficiency,snv_fora_do_painel,False,PGK1,12,11,0,0,0,,
ORPHA:714652,PCDH19 clustering epilepsy,sem_variante_patogenica,False,PCDH19,0,0,0,0,0,,
ORPHA:71493,Familial thrombocytosis,sem_variante_patogenica,False,JAK2;MPL;THPO,0,0,0,0,0,,
ORPHA:715,Glycogen storage disease due to muscle phosphorylase kinase deficiency,snv_fora_do_painel,False,PHKA1;PHKG1,40,31,0,0,0,,
ORPHA:71517,Rapid-onset dystonia-parkinsonism,snv_fora_do_painel,False,ATP1A3,104,89,0,0,0,,
ORPHA:71518,Benign paroxysmal torticollis of infancy,sem_variante_patogenica,False,CACNA1A,0,0,0,0,0,,
ORPHA:71526,Obesity due to pro-opiomelanocortin deficiency,snv_fora_do_painel,False,POMC,11,8,0,0,0,,
ORPHA:71528,Obesity due to prohormone convertase I deficiency,snv_fora_do_painel,False,PCSK1,21,16,0,0,0,,
ORPHA:71529,Obesity due to melanocortin 4 receptor deficiency,snv_fora_do_painel,False,MC4R,35,25,0,0,0,,
ORPHA:718,Isolated Pierre Robin sequence,snv_fora_do_painel,False,SOX9,3,3,0,0,0,,
ORPHA:721,Gray platelet syndrome,snv_fora_do_painel,False,NBEAL2,40,30,0,0,0,,
ORPHA:722,Hypoplasminogenemia,snv_fora_do_painel,False,PLG,13,11,0,0,0,,
ORPHA:725,Developmental and epileptic encephalopathy with spike-wave activation in sleep,snv_fora_do_painel,False,FRRS1L;GRIN2A,224,157,0,0,0,,
ORPHA:726,Alpers-Huttenlocher syndrome,alelo_patogenico_ensaiado,False,POLG,307,201,1,1,0,2,5849
ORPHA:729,Polycythemia vera,snv_fora_do_painel,False,JAK2,2,2,0,0,0,,
ORPHA:730,Autosomal dominant polycystic kidney disease,snv_fora_do_painel,False,ALG5;ALG9;BICC1;DNAJB11;GANAB;IFT140;NEK8;PKD1;PKD2,227,126,0,0,0,,
ORPHA:731,Autosomal recessive polycystic kidney disease,snv_fora_do_painel,False,DZIP1L;PKHD1,1123,612,0,0,0,,
ORPHA:73224,Kidney tubulopathy-dilated cardiomyopathy syndrome,sem_variante_patogenica,False,RRAGD,0,0,0,0,0,,
ORPHA:73229,HANAC syndrome,snv_fora_do_painel,False,COL4A1,70,52,0,0,0,,
ORPHA:73272,Growth delay due to insulin-like growth factor type 1 deficiency,snv_fora_do_painel,False,IGF1,2,1,0,0,0,,
ORPHA:73273,Growth delay due to insulin-like growth factor I resistance,snv_fora_do_painel,False,IGF1R,35,21,0,0,0,,
ORPHA:735,Porokeratosis of Mibelli,sem_variante_patogenica,False,MVK;PMVK,0,0,0,0,0,,
ORPHA:740,Hutchinson-Gilford progeria syndrome,snv_fora_do_painel,False,LMNA;ZMPSTE24,15,14,0,0,0,,
ORPHA:742,Prolidase deficiency,snv_fora_do_painel,False,PEPD,30,24,0,0,0,,
ORPHA:743,Severe hereditary thrombophilia due to congenital protein S deficiency,snv_fora_do_painel,False,PROS1,94,68,0,0,0,,
ORPHA:744,Proteus syndrome,snv_fora_do_painel,False,AKT1,1,1,0,0,0,,
ORPHA:745,Severe hereditary thrombophilia due to congenital protein C deficiency,snv_fora_do_painel,False,PROC,71,62,0,0,0,,
ORPHA:746,Mitochondrial trifunctional protein deficiency,snv_fora_do_painel,False,HADHA;HADHB,209,115,0,0,0,,
ORPHA:747,Autoimmune pulmonary alveolar proteinosis,sem_variante_patogenica,False,HLA-DRB1,0,0,0,0,0,,
ORPHA:750,Pseudoachondroplasia,snv_fora_do_painel,False,COMP,47,38,0,0,0,,
ORPHA:752,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",snv_fora_do_painel,False,HSD17B3,43,35,0,0,0,,
ORPHA:75233,Wolman disease,snv_fora_do_painel,False,LIPA,95,59,0,0,0,,
ORPHA:75234,Cholesteryl ester storage disease,snv_fora_do_painel,False,LIPA,49,31,0,0,0,,
ORPHA:75249,Familial isolated restrictive cardiomyopathy,snv_fora_do_painel,False,FLNC;KIF20A;MYPN;TNNI3;TNNT2,593,287,0,0,0,,
ORPHA:753,"46,XY difference of sex development due to 5-alpha-reductase 2 deficiency",alelo_patogenico_ensaiado,False,SRD5A2,89,67,1,1,0,2,3351
ORPHA:75374,Bradyopsia,snv_fora_do_painel,False,RGS9;RGS9BP,4,2,0,0,0,,
ORPHA:75376,Familial drusen,posicao_alelo_diferente,False,CFH;CFI;EFEMP1,24,19,1,0,0,,
ORPHA:75377,Central areolar choroidal dystrophy,snv_fora_do_painel,False,GUCA1A;GUCY2D;PRPH2,40,28,0,0,0,,
ORPHA:75382,Oguchi disease,snv_fora_do_painel,False,GRK1;SAG,29,20,0,0,0,,
ORPHA:75392,Periodontal Ehlers-Danlos syndrome,snv_fora_do_painel,False,C1R;C1S,14,10,0,0,0,,
ORPHA:75496,B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome,snv_fora_do_painel,False,B4GALT7,46,25,0,0,0,,
ORPHA:75497,X-linked Ehlers-Danlos syndrome,snv_fora_do_painel,False,FLNA,12,7,0,0,0,,
ORPHA:75563,X-linked sideroblastic anemia,snv_fora_do_painel,False,ALAS2,24,24,0,0,0,,
ORPHA:75564,Acquired idiopathic sideroblastic anemia,sem_variante_patogenica,False,SF3B1;TET2,0,0,0,0,0,,
ORPHA:758,Pseudoxanthoma elasticum,snv_fora_do_painel,False,ABCC6;ENPP1,214,143,0,0,0,,
ORPHA:75840,Ullrich congenital muscular dystrophy,snv_fora_do_painel,False,COL12A1;COL6A1;COL6A2;COL6A3,170,107,0,0,0,,
ORPHA:75857,6q terminal deletion syndrome,sem_variante_patogenica,False,ERMARD,0,0,0,0,0,,
ORPHA:75858,MORM syndrome,snv_fora_do_painel,False,INPP5E,16,10,0,0,0,,
ORPHA:760,Purine nucleoside phosphorylase deficiency,snv_fora_do_painel,False,PNP,35,23,0,0,0,,
ORPHA:763,Pycnodysostosis,snv_fora_do_painel,False,CTSK,74,48,0,0,0,,
ORPHA:766,Hemolytic anemia due to red cell pyruvate kinase deficiency,snv_fora_do_painel,False,PKLR,48,41,0,0,0,,
ORPHA:769,Rabson-Mendenhall syndrome,snv_fora_do_painel,False,INSR,11,8,0,0,0,,
ORPHA:772,Infantile Refsum disease,snv_fora_do_painel,False,PEX1;PEX10;PEX11B;PEX12;PEX13;PEX14;PEX16;PEX19;PEX2;PEX26;PEX3;PEX5;PEX6,36,16,0,0,0,,
ORPHA:77258,Trichorhinophalangeal syndrome type 1,snv_fora_do_painel,False,TRPS1,137,70,0,0,0,,
ORPHA:77259,Gaucher disease type 1,snv_fora_do_painel,False,GBA1;SCARB2,80,67,0,0,0,,
ORPHA:77260,Gaucher disease type 2,snv_fora_do_painel,False,GBA1,36,34,0,0,0,,
ORPHA:77261,Gaucher disease type 3,snv_fora_do_painel,False,GBA1,26,24,0,0,0,,
ORPHA:77293,Chronic visceral acid sphingomyelinase deficiency,snv_fora_do_painel,False,SMPD1,270,172,0,0,0,,
ORPHA:77297,Majeed syndrome,snv_fora_do_painel,False,LPIN2,43,22,0,0,0,,
ORPHA:77298,Anophthalmia/microphthalmia-esophageal atresia syndrome,snv_fora_do_painel,False,SOX2,73,29,0,0,0,,
ORPHA:773,Adult Refsum disease,snv_fora_do_painel,False,PEX7;PHYH,108,53,0,0,0,,
ORPHA:77301,Monosomy 9q22.3 syndrome,sem_variante_patogenica,False,PTCH1,0,0,0,0,0,,
ORPHA:774,Hereditary hemorrhagic telangiectasia,snv_fora_do_painel,False,ACVRL1;ENG;GDF2;SMAD4,920,533,0,0,0,,
ORPHA:776,Lujan-Fryns syndrome,snv_fora_do_painel,False,MED12;UPF3B;ZDHHC9,27,12,0,0,0,,
ORPHA:778,Rett syndrome,snv_fora_do_painel,False,MECP2,579,180,0,0,0,,
ORPHA:779,Reynolds syndrome,snv_fora_do_painel,False,LBR,2,2,0,0,0,,
ORPHA:782,Axenfeld-Rieger syndrome,snv_fora_do_painel,False,FOXC1;PITX2,167,75,0,0,0,,
ORPHA:785,Estrogen resistance syndrome,snv_fora_do_painel,False,ESR1,3,3,0,0,0,,
ORPHA:786,Generalized glucocorticoid resistance syndrome,snv_fora_do_painel,False,NR3C1,12,9,0,0,0,,
ORPHA:79,Congenital alpha2-antiplasmin deficiency,snv_fora_do_painel,False,SERPINF2,3,1,0,0,0,,
ORPHA:79076,Juvenile polyposis of infancy,sem_variante_patogenica,False,BMPR1A;PTEN,0,0,0,0,0,,
ORPHA:79083,PPARG-related familial partial lipodystrophy,snv_fora_do_painel,False,PPARG,26,21,0,0,0,,
ORPHA:79084,"Familial partial lipodystrophy, Köbberling type",sem_variante_patogenica,False,LMNA,0,0,0,0,0,,
ORPHA:79085,AKT2-related familial partial lipodystrophy,sem_variante_patogenica,False,AKT2,0,0,0,0,0,,
ORPHA:79087,Acquired partial lipodystrophy,sem_variante_patogenica,False,LMNB2,0,0,0,0,0,,
ORPHA:79094,Grange syndrome,snv_fora_do_painel,False,YY1AP1,10,7,0,0,0,,
ORPHA:79095,Congenital bile acid synthesis defect type 4,snv_fora_do_painel,False,AMACR,2,2,0,0,0,,
ORPHA:79096,Pyridoxamine-5-phosphate deficiency-developmental and epileptic encephalopathy,snv_fora_do_painel,False,PNPO,42,32,0,0,0,,
ORPHA:791,Retinitis pigmentosa,snv_fora_do_painel,False,ABCA4;AGBL5;AHI1;AHR;ARHGEF18;ARL2BP;ARL3;ARL6;BBS1;BBS2;BEST1;CA4;CC2D2A;CDHR1;CERKL;CFAP418;CLRN1;CNGA1;CNGB1;COQ8B;CRB1;CRX;DHDDS;DHX38;EYS;FAM161A;FSCN2;GUCA1B;HGSNAT;IDH3A;IDH3B;IFT140;IFT172;IFT43;IFT88;IMPDH1;IMPG1;IMPG2;KIAA1549;KIZ;KLHL7;LRAT;MAK;MERTK;NEK2;NR2E3;NRL;OFD1;PCARE;PDE6A;PDE6B;PDE6G;POMGNT1;PRCD;PROM1;PRPF3;PRPF31;PRPF4;PRPF6;PRPF8;PRPH2;RBP3;RDH12;REEP6;RGR;RHO;RLBP1;ROM1;RP1;RP1L1;RP2;RP9;RPE65;RPGR;SAG;SCAPER;SEMA4A;SLC7A14;SNRNP200;SPATA7;TMEM216;TOPORS;TTC8;TUB;TULP1;USH2A;ZNF408;ZNF513,4323,2674,0,0,0,,
ORPHA:79100,Atrophoderma vermiculata,snv_fora_do_painel,False,LRP1,1,1,0,0,0,,
ORPHA:79101,Hyperprolinemia type 2,snv_fora_do_painel,False,ALDH4A1,23,10,0,0,0,,
ORPHA:79102,Thyrotoxic periodic paralysis,snv_fora_do_painel,False,CACNA1S;GABRA3;KCNJ18,20,12,0,0,0,,
ORPHA:79106,Eiken syndrome,snv_fora_do_painel,False,PTH1R,5,4,0,0,0,,
ORPHA:79107,Developmental malformations-deafness-dystonia syndrome,snv_fora_do_painel,False,ACTB,6,5,0,0,0,,
ORPHA:79113,Mandibulofacial dysostosis-microcephaly syndrome,snv_fora_do_painel,False,EFTUD2,93,54,0,0,0,,
ORPHA:79124,Hepatic veno-occlusive disease-immunodeficiency syndrome,snv_fora_do_painel,False,SP110,41,20,0,0,0,,
ORPHA:79134,DEND syndrome,snv_fora_do_painel,False,ABCC8;KCNJ11;NARS2,1,1,0,0,0,,
ORPHA:79137,Generalized epilepsy-paroxysmal dyskinesia syndrome,snv_fora_do_painel,False,KCNMA1,26,15,0,0,0,,
