disease_id,disease_name,tier,has_mendelian_gene,genes,pathogenic_variants,pathogenic_snv,snv_at_panel_position,allele_match,strand_flip_match,best_review_stars_matched,matched_variation_ids
OMIM:100100,Prune belly syndrome,snv_fora_do_painel,True,CHRM3,7,4,0,0,0,,
OMIM:100300,Adams-Oliver syndrome 1,snv_fora_do_painel,True,ARHGAP31,4,3,0,0,0,,
OMIM:100800,Achondroplasia,snv_fora_do_painel,True,FGFR3,18,18,0,0,0,,
OMIM:101000,"Neurofibromatosis, type II",snv_fora_do_painel,True,NF2,219,124,0,0,0,,
OMIM:101200,Apert syndrome,snv_fora_do_painel,True,FGFR2,10,8,0,0,0,,
OMIM:101400,Saethre-Chotzen syndrome,snv_fora_do_painel,True,FGFR2;TWIST1,78,46,0,0,0,,
OMIM:101600,Pfeiffer syndrome,snv_fora_do_painel,True,FGFR1;FGFR2,98,72,0,0,0,,
OMIM:101800,"Acrodysostosis 1, with or without hormone resistance",snv_fora_do_painel,True,PRKAR1A,9,8,0,0,0,,
OMIM:101900,Acrokeratosis verruciformis,snv_fora_do_painel,True,ATP2A2,3,2,0,0,0,,
OMIM:102200,"Pituitary adenoma, growth hormone-secreting, 1",snv_fora_do_painel,True,AIP,19,14,0,0,0,,
OMIM:102370,Acromicric dysplasia,snv_fora_do_painel,True,FBN1,16,13,0,0,0,,
OMIM:102500,Hajdu-Cheney syndrome,snv_fora_do_painel,True,NOTCH2,63,29,0,0,0,,
OMIM:102530,Spermatogenic failure 6,sem_variante_patogenica,True,SPATA16,0,0,0,0,0,,
OMIM:102700,"Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",snv_fora_do_painel,True,ADA,131,87,0,0,0,,
OMIM:102900,"Adenosine triphosphate, elevated, of erythrocytes",snv_fora_do_painel,True,PKLR,6,5,0,0,0,,
OMIM:103050,Adenylosuccinase deficiency,snv_fora_do_painel,True,ADSL,66,57,0,0,0,,
OMIM:103285,Adult syndrome,snv_fora_do_painel,True,TP63,5,5,0,0,0,,
OMIM:103500,Tietz albinism-deafness syndrome,snv_fora_do_painel,True,MITF,52,29,0,0,0,,
OMIM:103580,"Pseudohypoparathyroidism, type IA",snv_fora_do_painel,True,GNAS,52,38,0,0,0,,
OMIM:103780,Alcohol dependence,snv_fora_do_painel,False,ADH1B;ADH1C;GABRA2;TAS2R16,1,1,0,0,0,,
OMIM:103900,"Aldosteronism, glucocorticoid-remediable",snv_fora_do_painel,True,CYP11B1,45,36,0,0,0,,
OMIM:104100,Palmoplantar keratoderma with congenital alopecia,snv_fora_do_painel,True,GJA1,1,1,0,0,0,,
OMIM:104200,"Alport syndrome 3, autosomal dominant",snv_fora_do_painel,True,COL4A3,449,344,0,0,0,,
OMIM:104290,Alternating hemiplegia of childhood 1,snv_fora_do_painel,True,ATP1A2,13,11,0,0,0,,
OMIM:104300,Alzheimer disease,snv_fora_do_painel,True,APP;MPO;PLAU,18,17,0,0,0,,
OMIM:104310,Alzheimer disease 2,sem_variante_patogenica,True,APOE,0,0,0,0,0,,
OMIM:104500,"Amelogenesis imperfecta, type IB",snv_fora_do_painel,True,ENAM,10,5,0,0,0,,
OMIM:104510,"Amelogenesis imperfecta, type IV",snv_fora_do_painel,True,DLX3,5,2,0,0,0,,
OMIM:104530,"Amelogenesis imperfecta, type IA",snv_fora_do_painel,True,LAMB3,60,31,0,0,0,,
OMIM:105120,"Amyloidosis, Finnish type",snv_fora_do_painel,True,GSN,6,5,0,0,0,,
OMIM:105150,Amyloidosis VI,snv_fora_do_painel,True,CST3,1,1,0,0,0,,
OMIM:105200,"Amyloidosis, familial visceral",snv_fora_do_painel,True,FGA,28,15,0,0,0,,
OMIM:105210,"Amyloidosis, hereditary, transthyretin-related",snv_fora_do_painel,True,TTR,125,121,0,0,0,,
OMIM:105250,"Amyloidosis, primary localized cutaneous, 1",snv_fora_do_painel,True,OSMR,5,5,0,0,0,,
OMIM:105400,Amyotrophic lateral sclerosis 1,snv_fora_do_painel,True,DCTN1;NEFH;PRPH;SOD1,137,131,0,0,0,,
OMIM:105500,Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1,snv_fora_do_painel,False,TRPM7,1,1,0,0,0,,
OMIM:105550,Amyotrophic lateral sclerosis and/or frontotemporal dementia 1,snv_fora_do_painel,True,C9orf72,39,20,0,0,0,,
OMIM:105600,"Anemia, dyserythropoietic congenital, type III",snv_fora_do_painel,True,KIF23,3,2,0,0,0,,
OMIM:105650,Diamond-Blackfan anemia 1,snv_fora_do_painel,True,RPS19,32,19,0,0,0,,
OMIM:105830,Angelman syndrome,snv_fora_do_painel,True,UBE3A,226,99,0,0,0,,
OMIM:106100,"Angioedema, hereditary, 1",snv_fora_do_painel,True,SERPING1,214,122,0,0,0,,
OMIM:106190,"Anhidrosis, isolated, with normal sweat glands",snv_fora_do_painel,True,ITPR2,1,1,0,0,0,,
OMIM:106210,Aniridia,snv_fora_do_painel,True,PAX6;WT1,314,171,0,0,0,,
OMIM:106260,Hay-Wells syndrome,snv_fora_do_painel,True,TP63,5,4,0,0,0,,
OMIM:106300,"Spondyloarthropathy, susceptibility to, 1",sem_variante_patogenica,False,HLA-B,0,0,0,0,0,,
OMIM:106600,"Tooth agenesis, selective, 1",snv_fora_do_painel,True,MSX1,10,7,0,0,0,,
OMIM:107250,Anterior segment dysgenesis 1,sem_snv,True,PITX3,2,0,0,0,0,,
OMIM:107480,Townes-Brocks syndrome 1,snv_fora_do_painel,True,SALL1,54,18,0,0,0,,
OMIM:107600,"Aplasia cutis congenita, nonsyndromic",snv_fora_do_painel,True,BMS1,1,1,0,0,0,,
OMIM:107970,Arrhythmogenic right ventricular dysplasia 1,snv_fora_do_painel,True,TGFB3,6,4,0,0,0,,
OMIM:108010,"Arteriovenous malformation of the brain, somatic",snv_fora_do_painel,True,IL6;KRAS,14,13,0,0,0,,
OMIM:108120,"Arthrogryposis, distal, type 1A",snv_fora_do_painel,True,TPM2,28,21,0,0,0,,
OMIM:108145,"Arthrogryposis, distal, type 5",snv_fora_do_painel,True,PIEZO2,18,14,0,0,0,,
OMIM:108300,"Stickler syndrome, type I",snv_fora_do_painel,True,COL2A1,114,76,0,0,0,,
OMIM:108420,Spermatogenic failure 2,snv_fora_do_painel,True,MSH4,9,4,0,0,0,,
OMIM:108500,"Episodic ataxia, type 2",snv_fora_do_painel,True,CACNA1A,311,205,0,0,0,,
OMIM:108600,"Spastic ataxia 1, autosomal dominant",snv_fora_do_painel,True,VAMP1,4,2,0,0,0,,
OMIM:108720,"Atelosteogenesis, type I",snv_fora_do_painel,True,FLNB,8,7,0,0,0,,
OMIM:108721,"Atelosteogenesis, type III",snv_fora_do_painel,True,FLNB,6,6,0,0,0,,
OMIM:108770,Atrial standstill 1,snv_fora_do_painel,True,GJA5,2,1,0,0,0,,
OMIM:108900,"Atrial septal defect 7, with or without AV conduction defects",snv_fora_do_painel,True,NKX2-5,88,37,0,0,0,,
OMIM:108985,Sveinsson chorioretinal atrophy,snv_fora_do_painel,True,TEAD1,2,2,0,0,0,,
OMIM:109150,Machado-Joseph disease,sem_snv,True,ATXN3,1,0,0,0,0,,
OMIM:109400,Basal cell nevus syndrome,snv_fora_do_painel,True,PTCH1,62,30,0,0,0,,
OMIM:109730,Aortic valve disease 1,snv_fora_do_painel,True,NOTCH1,33,22,0,0,0,,
OMIM:109800,Bladder cancer,snv_fora_do_painel,True,FGFR3;HRAS;KRAS;RB1,114,109,0,0,0,,
OMIM:110100,"Blepharophimosis, epicanthus inversus, and ptosis",snv_fora_do_painel,True,FOXL2,95,43,0,0,0,,
OMIM:111150,BLOOD GROUP--LUTHERAN INHIBITOR; INLU,snv_fora_do_painel,True,KLF1,9,7,0,0,0,,
OMIM:111400,"#111400 BLOOD GROUP, P1PK SYSTEMP(1) PHENOTYPE, INCLUDED;;P(2) PHENOTYPE, INCLUDED;;P1(k) PHENOTYPE, INCLUDED;;P2(k) PHENOTYPE, INCLUDED;;p PHENOTYPE, INCLUDED;;NOR POLYAGGLUTINATION SYNDROME, INCLUDED",sem_variante_patogenica,True,A4GALT;B3GALNT1,0,0,0,0,0,,
OMIM:111620,#111620 RADIN BLOOD GROUP ANTIGEN; RD;;BLOOD GROUP--RADIN ANTIGEN,sem_variante_patogenica,True,ERMAP,0,0,0,0,0,,
OMIM:112240,Cole-Carpenter syndrome 1,snv_fora_do_painel,True,P4HB,2,1,0,0,0,,
OMIM:112250,Diaphyseal medullary stenosis with malignant fibrous histiocytoma,snv_fora_do_painel,True,MTAP,2,2,0,0,0,,
OMIM:112310,Boomerang dysplasia,snv_fora_do_painel,True,FLNB,5,5,0,0,0,,
OMIM:112410,Hypertension and brachydactyly syndrome,snv_fora_do_painel,True,PDE3A,9,8,0,0,0,,
OMIM:112500,"Brachydactyly, type A1",snv_fora_do_painel,True,IHH,22,17,0,0,0,,
OMIM:112600,"Brachydactyly, type A2",snv_fora_do_painel,True,BMP2;BMPR1B;GDF5,13,9,0,0,0,,
OMIM:113000,"Brachydactyly, type B1",snv_fora_do_painel,True,ROR2,22,11,0,0,0,,
OMIM:113100,"Brachydactyly, type C",snv_fora_do_painel,True,GDF5,13,4,0,0,0,,
OMIM:113200,"Brachydactyly, type D",snv_fora_do_painel,True,HOXD13,4,2,0,0,0,,
OMIM:113300,"Brachydactyly, type E",snv_fora_do_painel,True,HOXD13,5,3,0,0,0,,
OMIM:113500,Brachyolmia type 3,snv_fora_do_painel,True,TRPV4,3,3,0,0,0,,
OMIM:113620,Branchiooculofacial syndrome,snv_fora_do_painel,True,TFAP2A,39,30,0,0,0,,
OMIM:113650,Branchiootorenal syndrome 1,snv_fora_do_painel,True,EYA1;SIX1,73,45,0,0,0,,
OMIM:113750,"Albinism, oculocutaneous, type VI",snv_fora_do_painel,True,SLC24A5,8,6,0,0,0,,
OMIM:113800,Epidermolytic hyperkeratosis,snv_fora_do_painel,True,KRT1,7,7,0,0,0,,
OMIM:113900,"Progressive familial heart block, type IA",snv_fora_do_painel,True,SCN5A,5,5,0,0,0,,
OMIM:113970,Burkitt lymphoma,sem_snv,True,MYC,1,0,0,0,0,,
OMIM:114000,Caffey disease,snv_fora_do_painel,True,COL1A1,13,13,0,0,0,,
OMIM:114290,Campomelic dysplasia,snv_fora_do_painel,True,SOX9,75,51,0,0,0,,
OMIM:114300,"Arthrogryposis, distal, type 3",snv_fora_do_painel,True,PIEZO2,12,8,0,0,0,,
OMIM:114480,Breast cancer,snv_fora_do_painel,True,AKT1;ATM;BARD1;BRCA1;BRCA2;BRIP1;CASP8;CDH1;ESR1;HMMR;KRAS;NQO2;PHB1;PIK3CA;PPM1D;RAD51;RAD54L;RB1CC1;SLC67A1;TP53;XRCC3,5571,2161,0,0,0,,
OMIM:114500,Colorectal cancer,snv_fora_do_painel,True,AKT1;APC;AURKA;AXIN2;BAX;BRAF;BUB1;BUB1B;CCND1;CTNNB1;DCC;DLC1;EP300;FGFR3;FLCN;MCC;MLH3;NRAS;PDGFRL;PIK3CA;PLA2G2A;PTPN12;PTPRJ;RAD54B;SRC;TLR2;TP53,181,85,0,0,0,,
OMIM:114550,Hepatocellular carcinoma,snv_fora_do_painel,True,APC;AXIN1;CASP8;CTNNB1;IGF2R;MET;PDGFRL;PIK3CA;TP53,24,17,0,0,0,,
OMIM:115000,Ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome,snv_fora_do_painel,True,RYR2,8,7,0,0,0,,
OMIM:115150,Cardiofaciocutaneous syndrome 1,snv_fora_do_painel,True,BRAF;KRAS;MAP2K1;MAP2K2,51,50,0,0,0,,
OMIM:115195,"Cardiomyopathy, familial hypertrophic, 2",snv_fora_do_painel,True,TNNT2,39,37,0,0,0,,
OMIM:115196,"Cardiomyopathy, familial hypertrophic, 3",snv_fora_do_painel,True,TPM1,13,13,0,0,0,,
OMIM:115197,"Cardiomyopathy, familial hypertrophic, 4",snv_fora_do_painel,True,MYBPC3,294,150,0,0,0,,
OMIM:115200,"Cardiomyopathy, dilated, 1A",snv_fora_do_painel,True,LMNA,90,74,0,0,0,,
OMIM:115210,"Cardiomyopathy, familial restrictive, 1",snv_fora_do_painel,True,TNNI3,15,15,0,0,0,,
OMIM:115300,"Carotenemia, familial",sem_variante_patogenica,True,BCO1,0,0,0,0,0,,
OMIM:115310,Paragangliomas 4,snv_fora_do_painel,True,SDHB,215,124,0,0,0,,
OMIM:115430,Carpal tunnel syndrome,snv_fora_do_painel,True,TTR,7,7,0,0,0,,
OMIM:115700,"Cataract, crystalline aculeiform",snv_fora_do_painel,True,CRYGD,10,9,0,0,0,,
OMIM:115900,Cataract 42,sem_variante_patogenica,True,CRYBA2,0,0,0,0,0,,
OMIM:116100,"Cataract 20, multiple types",snv_fora_do_painel,True,CRYGS,4,4,0,0,0,,
OMIM:116200,"Cataract 1, multiple types",snv_fora_do_painel,True,GJA8,48,44,0,0,0,,
OMIM:116300,"Cataract 30, multiple types",snv_fora_do_painel,True,VIM,2,1,0,0,0,,
OMIM:116400,"Cataract, nuclear total",snv_fora_do_painel,True,WFS1,53,27,0,0,0,,
OMIM:116600,"Cataract, posterior polar, 1 ctpa cataract, congenital total, included",snv_fora_do_painel,True,EPHA2,13,7,0,0,0,,
OMIM:116700,Cataract 13 with adult i phenotype,snv_fora_do_painel,True,GCNT2,9,4,0,0,0,,
OMIM:116800,"Cataract, lamellar",snv_fora_do_painel,True,HSF4,17,11,0,0,0,,
OMIM:116860,Cerebral cavernous malformations 1,snv_fora_do_painel,True,CCM2;KRIT1;PDCD10,275,137,0,0,0,,
OMIM:116920,"Leukocyte adhesion deficiency, type I",snv_fora_do_painel,True,ITGB2,77,43,0,0,0,,
OMIM:117000,Central core disease,snv_fora_do_painel,True,RYR1,143,116,0,0,0,,
OMIM:117210,Spinocerebellar ataxia 31,sem_variante_patogenica,True,BEAN1,0,0,0,0,0,,
OMIM:117300,"Dementia, familial danish",sem_snv,True,ITM2B,1,0,0,0,0,,
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",snv_fora_do_painel,True,ITPR1,23,22,0,0,0,,
OMIM:117550,Sotos syndrome,snv_fora_do_painel,True,NSD1,391,198,0,0,0,,
OMIM:117650,Cerebrocostomandibular syndrome,snv_fora_do_painel,True,SNRPB,7,6,0,0,0,,
OMIM:118100,"Klippel-Feil syndrome 1, autosomal dominant",sem_snv,True,GDF6,1,0,0,0,0,,
OMIM:118200,"Charcot-Marie-Tooth disease, type 1B",snv_fora_do_painel,True,MPZ,50,43,0,0,0,,
OMIM:118210,"Charcot-Marie-Tooth disease, axonal, type 2A1",snv_fora_do_painel,True,KIF1B,2,2,0,0,0,,
OMIM:118220,"Charcot-Marie-Tooth disease, demyelinating, type 1A",snv_fora_do_painel,True,PMP22,18,13,0,0,0,,
OMIM:118300,Charcot-Marie-Tooth disease and deafness,snv_fora_do_painel,True,PMP22,9,5,0,0,0,,
OMIM:118400,Cherubism,snv_fora_do_painel,True,SH3BP2,9,9,0,0,0,,
OMIM:118450,Alagille syndrome 1,snv_fora_do_painel,True,JAG1,314,140,0,0,0,,
OMIM:118600,Chondrocalcinosis 2,snv_fora_do_painel,True,ANKH,6,5,0,0,0,,
OMIM:118700,"Chorea, benign hereditary",snv_fora_do_painel,True,NKX2-1,23,11,0,0,0,,
OMIM:118800,Paroxysmal nonkinesigenic dyskinesia 1,snv_fora_do_painel,True,PNKD,3,2,0,0,0,,
OMIM:119300,van der Woude syndrome 1,snv_fora_do_painel,True,IRF6,35,26,0,0,0,,
OMIM:119500,Popliteal pterygium syndrome,snv_fora_do_painel,True,IRF6,7,6,0,0,0,,
OMIM:119580,Blepharocheilodontic syndrome 1,snv_fora_do_painel,True,CDH1,7,4,0,0,0,,
OMIM:119600,Cleidocranial dysplasia,snv_fora_do_painel,True,RUNX2,53,25,0,0,0,,
OMIM:119800,"Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly",snv_fora_do_painel,True,PITX1,11,7,0,0,0,,
OMIM:119900,"Digital clubbing, isolated congenital",snv_fora_do_painel,True,HPGD,6,3,0,0,0,,
OMIM:120100,Familial cold inflammatory syndrome 1,snv_fora_do_painel,True,NLRP3,35,35,0,0,0,,
OMIM:120200,"Coloboma, ocular",snv_fora_do_painel,True,PAX6,11,11,0,0,0,,
OMIM:120330,Papillorenal syndrome,snv_fora_do_painel,True,PAX2,79,48,0,0,0,,
OMIM:120430,"Coloboma of optic nerveoptic nerve head pits, bilateral congenital, included",snv_fora_do_painel,True,PAX6,2,2,0,0,0,,
OMIM:120433,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",snv_fora_do_painel,True,YAP1,3,3,0,0,0,,
OMIM:120435,Lynch syndrome I,snv_fora_do_painel,True,MSH2;PMS1,994,507,0,0,0,,
OMIM:120790,"Complement component 4, partial deficiency of",snv_fora_do_painel,True,SERPING1,3,1,0,0,0,,
OMIM:120970,Cone-Rod dystrophy 2,snv_fora_do_painel,True,CRX,100,35,0,0,0,,
OMIM:121050,"Contractural arachnodactyly, congenital",snv_fora_do_painel,True,FBN2,97,91,0,0,0,,
OMIM:121200,"Seizures, benign familial neonatal, 1",snv_fora_do_painel,True,KCNQ2,147,115,0,0,0,,
OMIM:121201,"Epilepsy, benign neonatal, 2",snv_fora_do_painel,True,KCNQ3,19,19,0,0,0,,
OMIM:121300,Coproporphyria,snv_fora_do_painel,True,CPOX,8,8,0,0,0,,
OMIM:121800,"Corneal dystrophy, crystalline, of schnyder",snv_fora_do_painel,True,UBIAD1,11,11,0,0,0,,
OMIM:121820,"Corneal dystrophy, epithelial basement membrane",snv_fora_do_painel,True,TGFBI,2,2,0,0,0,,
OMIM:121850,Corneal fleck dystrophy,snv_fora_do_painel,True,PIKFYVE,16,10,0,0,0,,
OMIM:121900,Groenouw type I corneal dystrophy,snv_fora_do_painel,True,TGFBI,3,3,0,0,0,,
OMIM:122000,"Corneal dystrophy, posterior polymorphous, 1",snv_fora_do_painel,True,OVOL2,5,4,0,0,0,,
OMIM:122100,Meesmann corneal dystrophy 1,snv_fora_do_painel,True,KRT12,8,8,0,0,0,,
OMIM:122200,"Corneal dystrophy, lattice type I",snv_fora_do_painel,True,TGFBI,3,3,0,0,0,,
OMIM:122400,Epithelial recurrent erosion dystrophy,snv_fora_do_painel,True,COL17A1,25,17,0,0,0,,
OMIM:122470,Cornelia de Lange syndrome 1,snv_fora_do_painel,True,NIPBL,474,258,0,0,0,,
OMIM:122600,Spondylocostal dysostosis 5,snv_fora_do_painel,True,TBX6,17,5,0,0,0,,
OMIM:122700,Coumarin resistance,snv_fora_do_painel,True,CYP2A6;CYP2C9;VKORC1,4,4,0,0,0,,
OMIM:122860,"Craniodiaphyseal dysplasia, autosomal dominant",snv_fora_do_painel,True,SOST,2,2,0,0,0,,
OMIM:122880,Craniofacial-deafness-hand syndrome,snv_fora_do_painel,True,PAX3,5,5,0,0,0,,
OMIM:123000,Craniometaphyseal dysplasia,snv_fora_do_painel,True,ANKH,9,6,0,0,0,,
OMIM:123100,Craniosynostosis 1,snv_fora_do_painel,True,TWIST1,86,45,0,0,0,,
OMIM:123150,Jackson-Weiss syndrome,snv_fora_do_painel,True,FGFR1;FGFR2,7,7,0,0,0,,
OMIM:123320,"Creatine phosphokinase, elevated serum",sem_variante_patogenica,True,CAV3,0,0,0,0,0,,
OMIM:123400,Creutzfeldt-Jakob disease,snv_fora_do_painel,True,HLA-DQB1;PRNP,5,5,0,0,0,,
OMIM:123500,Crouzon syndrome,snv_fora_do_painel,True,FGFR2,37,35,0,0,0,,
OMIM:123570,"Cryptophthalmos, unilateral or bilateral, isolated",snv_fora_do_painel,True,FREM2,30,14,0,0,0,,
OMIM:123700,"Cutis laxa, autosomal dominant 1",snv_fora_do_painel,True,ELN,10,3,0,0,0,,
OMIM:123790,Beare-Stevenson cutis gyrata syndrome,snv_fora_do_painel,True,FGFR2,4,3,0,0,0,,
OMIM:124000,"Mitochondrial complex III deficiency, nuclear type 1",snv_fora_do_painel,True,BCS1L,50,40,0,0,0,,
OMIM:124200,Darier-White disease,snv_fora_do_painel,True,ATP2A2,29,18,0,0,0,,
OMIM:124480,"Deafness, congenital, and onychodystrophy, autosomal dominant",snv_fora_do_painel,True,ATP6V1B2,4,4,0,0,0,,
OMIM:124500,Vohwinkel syndrome,snv_fora_do_painel,True,GJB2,16,12,0,0,0,,
OMIM:124900,"Deafness, autosomal dominant 1",snv_fora_do_painel,True,DIAPH1,42,25,0,0,0,,
OMIM:125250,"Optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy",snv_fora_do_painel,True,OPA1,30,22,0,0,0,,
OMIM:125310,"Cerebral arteriopathy, autosomal dominant, with subcortical infarctsand leukoencephalopathy",snv_fora_do_painel,True,NOTCH3,116,110,0,0,0,,
OMIM:125350,Dental noneruption,snv_fora_do_painel,True,PTH1R,15,13,0,0,0,,
OMIM:125370,Dentatorubral-pallidoluysian atrophy,sem_snv,True,ATN1,1,0,0,0,0,,
OMIM:125400,"Dentin dysplasia, type I, with microdontia and misshapen teeth",sem_variante_patogenica,True,SMOC2,0,0,0,0,0,,
OMIM:125420,"Dentin dysplasia, type II",sem_variante_patogenica,True,DSPP,0,0,0,0,0,,
OMIM:125490,Dentinogenesis imperfecta 1,snv_fora_do_painel,True,DSPP,28,6,0,0,0,,
OMIM:125500,"Dentinogenesis imperfecta, shields type III",snv_fora_do_painel,True,DSPP,3,1,0,0,0,,
OMIM:125595,Dermatopathia pigmentosa reticularis,snv_fora_do_painel,True,KRT14,4,4,0,0,0,,
OMIM:125630,Dermodistortive urticaria,sem_variante_patogenica,True,ADGRE2,0,0,0,0,0,,
OMIM:125700,"Diabetes insipidus, Neurohypophyseal type",snv_fora_do_painel,True,AVP,23,22,0,0,0,,
OMIM:125800,"Diabetes insipidus, nephrogenic, 2",snv_fora_do_painel,True,AQP2,43,32,0,0,0,,
OMIM:125850,"Maturity-onset diabetes of the young, type 1",snv_fora_do_painel,True,HNF4A,63,53,0,0,0,,
OMIM:125851,"Maturity-onset diabetes of the young, type II",snv_fora_do_painel,True,GCK,242,195,0,0,0,,
OMIM:125852,"Diabetes mellitus, insulin-dependent, 2",snv_fora_do_painel,True,INS,6,6,0,0,0,,
OMIM:125853,"Diabetes mellitus, noninsulin-dependent",alelo_patogenico_ensaiado,True,ABCC8;AKT2;ENPP1;GCK;GPD2;HMGA1;HNF1A;HNF1B;HNF4A;IGF2BP2;IL6;IRS1;IRS2;KCNJ11;LIPC;MAPK8IP1;MTNR1B;NEUROD1;PAX4;PDX1;PPARG;PPP1R3A;PTPN1;RETN;SLC2A2;SLC30A8;TCF7L2,358,264,2,1,0,2,3351
OMIM:126200,"Multiple sclerosis, susceptibility to",snv_fora_do_painel,False,HLA-DQB1;HLA-DRB1,3,3,0,0,0,,
OMIM:126550,Calvarial doughnut lesions with bone fragility,snv_fora_do_painel,True,SGMS2,1,1,0,0,0,,
OMIM:126600,Doyne honeycomb retinal dystrophy,snv_fora_do_painel,True,EFEMP1,3,3,0,0,0,,
OMIM:126700,Basal laminar drusen,posicao_alelo_diferente,True,CFH,21,16,1,0,0,,
OMIM:127000,"Kenny-caffey syndrome, type 2",snv_fora_do_painel,True,FAM111A,4,3,0,0,0,,
OMIM:127300,Leri-Weill dyschondrosteosis,snv_fora_do_painel,True,SHOX,24,18,0,0,0,,
OMIM:127400,Dyschromatosis symmetrica hereditaria 1,snv_fora_do_painel,True,ADAR,69,36,0,0,0,,
OMIM:127500,Dyschromatosis universalis hereditaria,snv_fora_do_painel,True,SASH1,10,9,0,0,0,,
OMIM:127550,"Dyskeratosis congenita, autosomal dominant, 1",snv_fora_do_painel,True,TERC;TERT;TINF2,31,19,0,0,0,,
OMIM:127700,"Dyslexia, susceptibility to, 1",snv_fora_do_painel,False,DNAAF4,7,4,0,0,0,,
OMIM:127750,"Dementia, lewy body",snv_fora_do_painel,True,GBA1;SNCA;SNCB,11,10,0,0,0,,
OMIM:128100,"Dystonia 1, torsion, autosomal dominant",snv_fora_do_painel,True,TOR1A,5,4,0,0,0,,
OMIM:128101,"Dystonia 4, torsion, autosomal dominant",snv_fora_do_painel,True,TUBB4A,9,9,0,0,0,,
OMIM:128200,Episodic kinesigenic dyskinesia 1,snv_fora_do_painel,True,PRRT2,27,6,0,0,0,,
OMIM:128230,"Dystonia, DOPA-responsive, with or without hyperphenylalaninemia",snv_fora_do_painel,True,GCH1,86,60,0,0,0,,
OMIM:128235,Dystonia 12,snv_fora_do_painel,True,ATP1A3,104,89,0,0,0,,
OMIM:129200,Basan syndrome,snv_fora_do_painel,True,SMARCAD1,2,2,0,0,0,,
OMIM:129400,Rapp-Hodgkin syndrome,snv_fora_do_painel,True,TP63,12,7,0,0,0,,
OMIM:129490,"Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant",alelo_patogenico_ensaiado,True,EDAR;EDARADD,61,43,5,5,0,2,4188;4189;5849;5852;5853
OMIM:129500,Clouston syndrome,snv_fora_do_painel,True,GJB6,5,5,0,0,0,,
OMIM:129600,"Ectopia lentis, familial",snv_fora_do_painel,True,FBN1,14,14,0,0,0,,
OMIM:130000,"Ehlers-danlos syndrome, type I",snv_fora_do_painel,True,COL5A1,696,509,0,0,0,,
OMIM:130010,"Ehlers-Danlos syndrome, classic type, 2",snv_fora_do_painel,True,COL5A2,17,13,0,0,0,,
OMIM:130050,"Ehlers-Danlos syndrome, Vascular type",snv_fora_do_painel,True,COL3A1,790,668,0,0,0,,
OMIM:130060,"Ehlers-Danlos syndrome, arthrochalasia type, 1",snv_fora_do_painel,True,COL1A1,11,11,0,0,0,,
OMIM:130070,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",snv_fora_do_painel,True,B4GALT7,3,2,0,0,0,,
OMIM:130080,"Ehlers-Danlos syndrome, periodontal type, 1",snv_fora_do_painel,True,C1R,14,10,0,0,0,,
OMIM:130600,Elliptocytosis 2,snv_fora_do_painel,True,SPTA1,17,16,0,0,0,,
OMIM:130650,Beckwith-Wiedemann syndrome,snv_fora_do_painel,True,-;CDKN1C;IGF2;KCNQ1;KCNQ1OT1,153,60,0,0,0,,
OMIM:130720,Lateral meningocele syndrome,snv_fora_do_painel,True,NOTCH3,27,20,0,0,0,,
OMIM:130900,"Amelogenesis imperfecta, type III",snv_fora_do_painel,True,SACK1H,14,11,0,0,0,,
OMIM:131100,Multiple endocrine neoplasia 1,snv_fora_do_painel,True,MEN1,496,255,0,0,0,,
OMIM:131300,Camurati-Engelmann disease,snv_fora_do_painel,True,TGFB1,2,2,0,0,0,,
OMIM:131705,Transient bullous dermolysis of the newborn,snv_fora_do_painel,True,COL7A1,32,26,0,0,0,,
OMIM:131750,"Epidermolysis bullosa dystrophica, autosomal dominant",snv_fora_do_painel,True,COL7A1,60,48,0,0,0,,
OMIM:131760,"Epidermolysis bullosa simplex, Dowling-Meara type",snv_fora_do_painel,True,KRT14;KRT5,26,20,0,0,0,,
OMIM:131800,"Epidermolysis bullosa simplex, Weber-Cockayne type",snv_fora_do_painel,True,KRT14,14,13,0,0,0,,
OMIM:131850,"Epidermolysis bullosa dystrophica, pretibial",snv_fora_do_painel,True,COL7A1,18,15,0,0,0,,
OMIM:131900,"Epidermolysis bullosa simplex 1B, generalized intermediate",snv_fora_do_painel,True,KRT14,15,15,0,0,0,,
OMIM:131950,"Epidermolysis bullosa simplex, Ogna type",snv_fora_do_painel,True,PLEC,86,59,0,0,0,,
OMIM:131960,Epidermolysis bullosa simplex with mottled pigmentation,snv_fora_do_painel,True,KRT5,4,3,0,0,0,,
